dataset,method,run_id,task,accuracy_all,accuracy_seen,ace_all,ace_seen,brier_all,ece_all,ece_seen,sce_all,sce_seen
cifar100,rwalk,2917149_4,2,0.2741,0.9136667,0.013373443896524494,1.1677175704195051e-05,1.0714461826130732,0.4273207075119019,0.017662305469314285,0.011757752563476562,0.0002875582949320478
cifar100,rwalk,2917149_4,3,0.3596,0.899,0.011680592087236177,9.103794002150138e-06,0.9747690100107124,0.390139965891838,0.014108711244538412,0.010318304809570312,0.00021856808662414534
cifar100,rwalk,2917149_4,4,0.43940002,0.87880003,0.009777978077449196,4.699323684500202e-06,0.8442440265318506,0.3234450226426125,0.01649418342113496,0.008559553344726563,0.0003015225982666017
cifar100,rwalk,2917149_4,5,0.5077,0.8461667,0.007890229357414444,2.550343449801007e-05,0.7424920130468714,0.2761007503569126,0.034636077105999016,0.007145990142822267,0.0006813001632690432
cifar100,rwalk,2917149_4,6,0.5825,0.83214283,0.0059610272978074495,3.659024266875445e-05,0.6287668812487078,0.22166430507898327,0.03699483538738316,0.0055483911437988285,0.0007173888833182196
cifar100,rwalk,2917149_4,7,0.65800005,0.82250005,0.004002091673601827,3.864269852076147e-05,0.513778351075758,0.15863640070259571,0.03564003483299166,0.003897498931884766,0.0006944917678833009
cifar100,rwalk,2917149_4,8,0.7309,0.81211114,0.002027706905869622,4.411151128730481e-05,0.39186185664766443,0.0958723811656237,0.03592497450941141,0.0021789913635253907,0.0007072136094835072
cifar100,rwalk,2917149_4,9,0.8023,0.8023,3.7568526185453326e-05,3.7568526185453326e-05,0.2832237968797639,0.030737111169099784,0.030737111169099784,0.000657882125854492,0.000657882125854492
cifar100,rwalk,2934939_2,0,0.0986,0.986,0.016921694160328245,1.8701154700467229e-06,1.4655819819428828,0.6574729112073779,0.006453163087368018,0.01602814306640625,0.00011263004362583168
cifar100,rwalk,2934939_2,1,0.1897,0.94850004,0.015412285213151015,5.897207148027264e-06,1.2692578634109974,0.5474994632840157,0.011931871652603095,0.014077240814208985,0.00024054529666900584
cifar100,rwalk,2934939_2,2,0.27449998,0.91499996,0.013541046018447786,1.4519085712986941e-05,1.0967061172282342,0.4518152576774359,0.012896672715743372,0.01213008352661133,0.00026248442331949854
cifar100,rwalk,2934939_2,3,0.36020002,0.90050006,0.011759462566593867,6.610624575415295e-06,0.9877229387166296,0.404381277257204,0.014896292552351998,0.01051077917480469,0.00021971591949462938
cifar100,rwalk,2934939_2,4,0.44320002,0.8863999,0.009799874143260721,1.069040920482782e-05,0.8484674497004382,0.330669137597084,0.013234619021415709,0.008661809478759764,0.00025508621978759764
cifar100,rwalk,2934939_2,5,0.51280004,0.85466665,0.007871226274100394,9.560846587168276e-06,0.7285787225818912,0.2689576747834682,0.026243070065975177,0.00701984848022461,0.0005227444966634113
cifar100,rwalk,2934939_2,6,0.58210003,0.8315714,0.0059598476401998505,2.9298698574160794e-05,0.629687273960213,0.218068288820982,0.0335433627877916,0.005457529022216797,0.0006581361498151501
cifar100,rwalk,2934939_2,7,0.6617,0.827125,0.003976137327637043,2.3103286490150077e-05,0.5077127890444938,0.1571658941984177,0.031019114553928404,0.0037771833496093752,0.0005953349685668948
cifar100,rwalk,2934939_2,8,0.74230003,0.82477784,0.0020069500849648194,2.1472875240302902e-05,0.379784964143476,0.08776133068799975,0.024693679425451517,0.0020488731689453127,0.0004866623772515194
cifar100,rwalk,2934939_2,9,0.81479996,0.81479996,2.5849549854785783e-05,2.5849549854785783e-05,0.26407848690174807,0.022912208342552216,0.022912208342552216,0.00044554562377929714,0.00044554562377929714
cifar100,lora,2919845_2,0,0.0987,0.987,0.016841065685375595,2.409791756672575e-06,1.4590264908625359,0.6523647698894144,0.005315067291259745,0.015942829650878912,0.00010389508873224239
cifar100,lora,2919845_2,1,0.18630001,0.9315,0.015445020816874457,7.508762050855375e-06,1.2709323519700446,0.5441034166857601,0.01301925182342524,0.014201533050537108,0.0002197622776031489
cifar100,lora,2919845_2,2,0.2548,0.8493333,0.013729982444444963,1.771925748104039e-05,1.1489543316458022,0.48206983086466787,0.052374587575594544,0.012592268737792966,0.0009676671854654945
cifar100,lora,2919845_2,3,0.3249,0.81225,0.011728311527361977,4.54003032776939e-05,1.050022057600716,0.4338487530350685,0.06778079225122932,0.010833589294433593,0.0013809726333618168
cifar100,lora,2919845_2,4,0.3885,0.777,0.009983307593961871,0.00011205861791193462,0.9529046188862816,0.3836104925751686,0.08051656812429427,0.009464659942626952,0.001635577865600586
cifar100,lora,2919845_2,5,0.43800002,0.73,0.00806113410515958,0.0001826344657606145,0.8672440944348525,0.3378830816864967,0.1045112727781137,0.008116381256103516,0.002136532643636068
cifar100,lora,2919845_2,6,0.49,0.7,0.006149225806639938,0.00027134610783445935,0.7614769407657517,0.27531274305731057,0.10825679445266723,0.006382144165039061,0.002107408665248326
cifar100,lora,2919845_2,7,0.55649996,0.69562495,0.004251536261001253,0.0002687450240780702,0.6617621574831414,0.2245842991352081,0.1157734167650342,0.005012898406982422,0.0023434443473815923
cifar100,lora,2919845_2,8,0.5927,0.65855557,0.0025300799429446063,0.0005446459271353926,0.6024093828221976,0.19226988619565966,0.13658333716127607,0.004076044891357422,0.002750333980984158
cifar100,lora,2919845_2,9,0.6111,0.6111,0.0006183792038089164,0.0006183792038089164,0.5648684606960289,0.17159728051722048,0.17159728051722048,0.0034462787780761717,0.0034462787780761717
cifar100,lora,2919847_3,0,0.098400004,0.984,0.016921201627147386,1.5783913784880098e-06,1.4604275254427224,0.6526030098915101,0.009740481495857182,0.016031382141113285,0.00014887525200843758
cifar100,lora,2919847_3,1,0.1868,0.934,0.015568881255282089,1.6839077323148192e-05,1.2785643299743958,0.5512670687794685,0.008663712382316627,0.014315887969970704,0.00019363775253295932
cifar100,lora,2919847_3,2,0.25480002,0.84933335,0.013775562517629996,4.603604874972471e-05,1.160838053195375,0.4922961744442582,0.056856082797050456,0.012699734161376954,0.0011084271367390948
cifar100,lora,2919847_3,3,0.3276,0.819,0.011673347678946913,2.4713630362657538e-05,1.0539740319490511,0.44021341789364815,0.06893470366299156,0.010960753875732424,0.0013224572563171391
cifar100,lora,2919847_3,4,0.3833,0.7666,0.0099822093710904,0.00014031092678205482,0.946990251483701,0.3785987606287003,0.09068686549663552,0.0094498883972168,0.0018009078063964852
cifar100,lora,2919847_3,5,0.4426,0.73766667,0.008120402687939059,0.00022458727917817103,0.8584947433229824,0.3333286908209324,0.09929614752531052,0.008061944885253906,0.0019973525492350264
cifar100,lora,2919847_3,6,0.498,0.7114286,0.006265639510186214,0.00037893858188216566,0.7681572323792933,0.28036471777558325,0.10720265680551536,0.0065709332580566404,0.0021550421360560833
cifar100,lora,2919847_3,7,0.5431,0.678875,0.004326916335212473,0.00038991992073626606,0.6878559585447527,0.2434434978246689,0.13335872911289331,0.0052232675781249994,0.002630900154113769
cifar100,lora,2919847_3,8,0.61259997,0.6806667,0.002368334884595825,0.0003979954442152253,0.5613142137585837,0.16239417543411255,0.1070317971905072,0.003465505767822265,0.0022026110839843747
cifar100,lora,2919847_3,9,0.6057,0.6057,0.0006685834270108906,0.0006685834270108906,0.5788627970304373,0.17962733805179595,0.17962733805179595,0.0036087589721679686,0.0036087589721679686
cifar100,lora,2917154_0,0,0.098799996,0.988,0.01684695055486262,1.8944163291589167e-05,1.4348874574505308,0.6314471368029714,0.006546685218811004,0.015768654724121093,0.0001202108484506604
cifar100,lora,2917154_0,1,0.1864,0.932,0.015655649222481416,7.255546758452004e-06,1.2667432080446466,0.5395627369195224,0.01524709132313723,0.014260126708984373,0.00021507691383361764
cifar100,lora,2917154_0,2,0.2607,0.86899996,0.013721098148899736,1.9108799821528344e-05,1.1302364805728558,0.4704967845916748,0.03729874473810195,0.012429590881347657,0.0006947048441569008
cifar100,lora,2917154_0,3,0.3225,0.80625,0.01184979696904321,6.398079539943923e-05,1.0491575666672375,0.4322981901288032,0.07493607431650165,0.010951433013916016,0.0014674773311614995
cifar100,lora,2917154_0,4,0.3847,0.7694,0.010006071639948495,0.00011616376287915825,0.9452465014933296,0.37601239655613905,0.09175576440393923,0.009466691619873046,0.0018715306854248045
cifar100,lora,2917154_0,5,0.44959998,0.7493334,0.008042954975818722,0.00014936297262571353,0.8507097808336046,0.32952487113475804,0.09292107856273649,0.007903196166992187,0.001854165395100911
cifar100,lora,2917154_0,6,0.4715,0.67357147,0.0064162109071972655,0.0005983318116550371,0.7921873835268519,0.2888658281087875,0.12972443139127324,0.006768124053955078,0.0025883268955775663
cifar100,lora,2917154_0,7,0.53429997,0.667875,0.004474878078891839,0.0005212997416580583,0.6948876741388025,0.24190639494657518,0.13824852326884868,0.005265342834472654,0.0027275244331359865
cifar100,lora,2917154_0,8,0.5921999,0.65799993,0.0026051546125267057,0.0006441189436598013,0.6070104011755909,0.19017961281538012,0.13622870092259515,0.004024650360107422,0.002770282084147136
cifar100,lora,2917154_0,9,0.6019,0.6019,0.0006894991690666505,0.0006894991690666505,0.5921613707150257,0.1931098776370287,0.1931098776370287,0.003931468597412109,0.003931468597412109
cifar100,lora,2919792_1,0,0.099,0.99,0.016865984525330828,1.6448579562253473e-06,1.462387384567218,0.6557307101611047,0.0051324401199817436,0.016031184814453123,9.098871886730174e-05
cifar100,lora,2919792_1,1,0.18640001,0.93200004,0.015446304795294068,2.5117414284685256e-05,1.268943914789329,0.5413867800623179,0.01490551495552057,0.014235047546386721,0.00021265048503875674
cifar100,lora,2919792_1,2,0.2542,0.8473334,0.013681546478946111,3.0432064138622537e-05,1.138841653617655,0.4713270574748516,0.0516465572118759,0.012424799194335936,0.0010201400883992511
cifar100,lora,2919792_1,3,0.3153,0.78824997,0.01181170896079822,4.581326689776763e-05,1.0675063202026864,0.444931268531084,0.08272664755582805,0.010934652587890625,0.0016104929924011225
cifar100,lora,2919792_1,4,0.38019997,0.76039994,0.00995535541554948,0.00010141279084159804,0.9558481625000242,0.38430820615291594,0.08979965119361881,0.009376059936523438,0.0017993452148437504
cifar100,lora,2919792_1,5,0.4559,0.75983334,0.007966264069450554,0.00010459865256656409,0.8327385871601869,0.3155030813157559,0.07624764671921731,0.0077454670715332045,0.0015459366099039717
cifar100,lora,2919792_1,6,0.49159998,0.7022857,0.006176568686697399,0.00031290751816259905,0.7561686096784307,0.26689193171560766,0.10669354865274261,0.0063097812805175775,0.002098807329450335
cifar100,lora,2919792_1,7,0.5488,0.686,0.0042568197747496605,0.0003409239357381552,0.6596918745570285,0.21910068852305414,0.1152840070845559,0.004814804168701172,0.0022519791412353514
cifar100,lora,2919792_1,8,0.6179,0.68655556,0.002345135057515494,0.0003654315953386121,0.5574846139693386,0.162999538770318,0.10721042939358287,0.0034545324401855466,0.0021898923407660587
cifar100,lora,2919792_1,9,0.61740005,0.61740005,0.0006761337306797076,0.0006761337306797076,0.5584432003655089,0.16269704871475696,0.16269704871475696,0.0032878544616699217,0.0032878544616699217
cifar100,lora,2917143_4,0,0.0987,0.987,0.017143559119399403,1.6829211162789779e-06,1.4709651913267503,0.6616244166135787,0.007462667047977415,0.016262633209228515,0.00012793312489986386
cifar100,lora,2917143_4,1,0.1813,0.9065,0.015520778391396744,6.007619534183058e-06,1.279099781519124,0.54788575694561,0.021781787544488947,0.014289356750488284,0.000418555936813355
cifar100,lora,2917143_4,2,0.25770003,0.859,0.013486554612900131,1.426378201916524e-05,1.1274833878193165,0.4658523051619529,0.04611115228136381,0.012225929199218747,0.000885477523803711
cifar100,lora,2917143_4,3,0.3123,0.78075,0.01183426880720322,6.818645814106415e-05,1.0708635427819182,0.4472732471227646,0.10030714339017867,0.01107668292236328,0.0019405669021606438
cifar100,lora,2917143_4,4,0.3795,0.759,0.009989376276707278,0.00015015368908352688,0.9603397722039856,0.38792250570058817,0.10106901192069058,0.009518304656982422,0.00204267041015625
cifar100,lora,2917143_4,5,0.44349998,0.7391667,0.0080513218698696,0.0001398709210746162,0.8532746072833028,0.33002989288866524,0.09993963205814362,0.007939640899658203,0.0019747830454508466
cifar100,lora,2917143_4,6,0.5073,0.7247143,0.006116597252254258,0.0002820648281841244,0.7368108281230578,0.2541107880353927,0.08931152245828085,0.0060940725708007815,0.0017704044015066963
cifar100,lora,2917143_4,7,0.5598,0.69975,0.004320594631052402,0.00043035181732328093,0.6480632055154799,0.20895783364772796,0.10266999592725184,0.004712290344238281,0.002059403018951416
cifar100,lora,2917143_4,8,0.60530007,0.6725556,0.002486889137942752,0.0005332111625005678,0.5757739051754386,0.16714499617815015,0.1149863984319899,0.0035422994689941405,0.0023455188666449654
cifar100,lora,2917143_4,9,0.59090006,0.59090006,0.0008085410886943271,0.0008085410886943271,0.6096175424769188,0.19261791591644284,0.19261791591644284,0.003936557647705078,0.003936557647705078
domainnet,rwalk,2988275_0,0,0.17312011,0.8656006,0.004453401663913825,7.981232468331154e-06,1.1574804215738916,0.4296578240637439,0.0071675091293292425,0.003488283382770293,2.7774641443720055e-05
domainnet,rwalk,2988275_0,1,0.32023647,0.8005912,0.0034120648754697213,4.301053218690982e-06,0.9334316026847611,0.30248400415766996,0.012412210895335066,0.002469530846571561,3.832212472844811e-05
domainnet,rwalk,2988275_0,2,0.4560129,0.7600215,0.002258585610129444,1.520288410758758e-05,0.7306773411033128,0.19441334502237786,0.012720652781142764,0.0016018802984804742,5.787309306281301e-05
domainnet,rwalk,2988275_0,3,0.5849205,0.7311506,0.0011298862374947067,1.855884405647964e-05,0.5576279307442551,0.09903111378672735,0.016813115503461012,0.0007867558273861191,7.258668526308994e-05
domainnet,rwalk,2988275_0,4,0.7069456,0.7069456,3.069185034715877e-05,3.069185034715877e-05,0.3962295713407857,0.02122603759599887,0.02122603759599887,0.00011610353086050568,0.00011610353086050568
domainnet,rwalk,2988370_1,0,0.17282614,0.86413074,0.00440950405696229,8.4129950043254e-06,1.1525863139400103,0.42445318341643623,0.00781499976418736,0.0034577981349800013,3.3856590243231463e-05
domainnet,rwalk,2988370_1,1,0.32060355,0.8015089,0.003387997750923096,3.9376341820622365e-06,0.9330119862243604,0.30401326985638527,0.012515439076731184,0.0024806292892543733,4.71834913923227e-05
domainnet,rwalk,2988370_1,2,0.45498782,0.758313,0.0022497631435777782,1.5052430877377768e-05,0.7328807988340553,0.1950362584196334,0.013320280664847963,0.0015843511373013967,5.265123153882575e-05
domainnet,rwalk,2988370_1,3,0.5838157,0.72976965,0.0011239214661069867,2.0384077969602505e-05,0.5568050890195759,0.09842189467166361,0.016733852750257537,0.0007764955589172455,7.440215130510161e-05
domainnet,rwalk,2988370_1,4,0.70412195,0.70412195,3.597299202303242e-05,3.597299202303242e-05,0.39803476105178076,0.024524133778674545,0.024524133778674545,0.0001394235251426228,0.0001394235251426228
domainnet,rwalk,2964434_4,0,0.17364924,0.8682462,0.004407676593189686,6.7584500387671205e-06,1.1521444305797617,0.42465785325484107,0.010036575597278285,0.0034462116982794154,3.829319620111602e-05
domainnet,rwalk,2964434_4,1,0.32080323,0.80200803,0.003376798785934102,7.091934662935129e-06,0.9349652188960219,0.30589619197630635,0.013069240749016173,0.00249263395044624,5.20752134262204e-05
domainnet,rwalk,2964434_4,2,0.45503888,0.7583981,0.0022487349341719005,2.045727328037203e-05,0.7346489403639622,0.19842068581723993,0.011533532962392434,0.0016055176209174217,5.506873214934858e-05
domainnet,rwalk,2964434_4,3,0.58537924,0.731724,0.0011257830329355037,2.9241941714760825e-05,0.5573646995871101,0.10275455488454595,0.016480299851880376,0.0008053671890292319,8.149590847400165e-05
domainnet,rwalk,2964434_4,4,0.7081869,0.7081869,3.7015694492508204e-05,3.7015694492508204e-05,0.39302585263724743,0.02167884606160546,0.02167884606160546,0.00012991740836009372,0.00012991740836009372
domainnet,rwalk,2988468_2,0,0.17308484,0.8654242,0.004440327218864112,8.798314869563826e-06,1.1599367711159938,0.432112446999663,0.007372169207469007,0.003506762365279497,2.9944447668529667e-05
domainnet,rwalk,2988468_2,1,0.31964725,0.7991181,0.0033927678524160966,8.107270614407584e-06,0.9403623260980551,0.31281253805194525,0.011305868063214937,0.00254872986952242,6.227855346077808e-05
domainnet,rwalk,2988468_2,2,0.45513988,0.75856644,0.002242625501514179,1.8019239682568946e-05,0.7319300295714699,0.19512080984108165,0.013035982106964404,0.0015979720520577637,5.2064434418465205e-05
domainnet,rwalk,2988468_2,3,0.5850628,0.7313285,0.001130260568426047,3.2355539746058074e-05,0.5584975454369637,0.1026823529048483,0.01549535577814768,0.000818166952133058,7.539867818378189e-05
domainnet,rwalk,2988468_2,4,0.7058822,0.7058822,2.8585596598926584e-05,2.8585596598926584e-05,0.3962850162856922,0.021569875614614563,0.021569875614614563,0.00011701292830679361,0.00011701292830679361
domainnet,rwalk,2988776_3,0,0.17301428,0.8650714,0.0044668423637851925,5.3560376912587e-06,1.160083738037583,0.4321376564563178,0.00891871129655565,0.003525023250137032,4.785235746140442e-05
domainnet,rwalk,2988776_3,1,0.31928563,0.7982141,0.0033838310602048076,5.574200298661339e-06,0.9344673582180052,0.306336769514198,0.010718396892478482,0.00250643049626307,5.607691478386069e-05
domainnet,rwalk,2988776_3,2,0.45603615,0.76006025,0.002253104203627983,1.4447523868115395e-05,0.7317021128491443,0.19573573876332484,0.013862935768842208,0.001604850779306111,5.828050619517924e-05
domainnet,rwalk,2988776_3,3,0.5849172,0.7311465,0.0011280778868561446,2.6957973725553577e-05,0.5579543375799687,0.10127094097028912,0.018432596138494333,0.0007990620740608422,8.51634878734266e-05
domainnet,rwalk,2988776_3,4,0.706216,0.706216,3.3083957419277236e-05,3.3083957419277236e-05,0.3957541170340846,0.02242968690479518,0.02242968690479518,0.00012578283079650902,0.00012578283079650902
domainnet,lora,2967970_3,0,0.17229703,0.8614851,0.004433855681680636,8.830019125775335e-06,1.1491331760243337,0.42115535723141223,0.008771405648117027,0.0034473780048173584,3.360883958023255e-05
domainnet,lora,2967970_3,1,0.31586283,0.7896571,0.0033824954025641393,5.250824161546035e-06,0.9353410121482694,0.3000851605020755,0.011117491282022085,0.0024668894630298505,4.352969747630383e-05
domainnet,lora,2967970_3,2,0.43977866,0.73296446,0.0022399729316740272,1.5969390622065197e-05,0.7403231619541393,0.18625248041162187,0.009201137972465589,0.0015516945876575302,4.676603263526901e-05
domainnet,lora,2967970_3,3,0.55156165,0.68945205,0.0011257499755780143,2.769780843967274e-05,0.596252278074561,0.10294066231854988,0.018603387602140968,0.0007930989225086743,0.00010280892293879285
domainnet,lora,2967970_3,4,0.65023595,0.65023595,3.7904037580083876e-05,3.7904037580083876e-05,0.46592782428727114,0.026100933367419393,0.026100933367419393,0.00015615910495264895,0.00015615910495264895
domainnet,lora,2966699_0,0,0.17244987,0.8622494,0.004423549189387713,1.1325251920176818e-05,1.1439033850544145,0.4160786508670825,0.00968694691379533,0.003397583616572714,4.55074761469724e-05
domainnet,lora,2966699_0,1,0.31562296,0.7890574,0.003395697620972685,3.876378433208511e-06,0.9335310002216242,0.296737562922986,0.00941209349149326,0.002435914157627838,3.625255002179899e-05
domainnet,lora,2966699_0,2,0.43562993,0.7260499,0.0022403774057383214,2.2737841075320226e-05,0.7479212706099178,0.19282537079632056,0.010912760628801543,0.0015866386771410913,6.199079361679662e-05
domainnet,lora,2966699_0,3,0.5467801,0.68347514,0.0011289457828638366,2.887523792638251e-05,0.6014272431313605,0.10437745123145314,0.020785352732981915,0.0008066413872765652,0.00011669171633283301
domainnet,lora,2966699_0,4,0.6473909,0.6473909,6.202261524221129e-05,6.202261524221129e-05,0.4664092470847211,0.02911395206493301,0.02911395206493301,0.00017437748144582082,0.00017437748144582082
domainnet,lora,2964428_4,0,0.17302606,0.86513025,0.004373842759120938,9.989319033725157e-06,1.1426794882014222,0.4150838843639147,0.008882844305815,0.003370848177976009,4.086136982786603e-05
domainnet,lora,2964428_4,1,0.3152016,0.78800404,0.0033745969318187477,2.956190682596173e-06,0.9373162434966238,0.30222074538120985,0.00678554626957118,0.002474428857816932,3.062889165388125e-05
domainnet,lora,2964428_4,2,0.4351632,0.725272,0.0022436502693000304,2.4271760253498785e-05,0.7534016007405534,0.19710595961689611,0.01065236589993935,0.0016093907862430481,6.165576173674247e-05
domainnet,lora,2964428_4,3,0.5526122,0.69076526,0.0011296878309020372,3.7275832717599605e-05,0.5946011035392125,0.10461352191307235,0.017777283029849156,0.0008144850410285385,0.0001032336340342868
domainnet,lora,2964428_4,4,0.65154,0.65154,4.580847890637963e-05,4.580847890637963e-05,0.4609920245161137,0.02600520073330272,0.02600520073330272,0.00016254698089929694,0.00016254698089929694
domainnet,lora,2966744_1,0,0.17197953,0.8598977,0.0043770859243606065,1.292111781066077e-05,1.141798314153949,0.413554853913618,0.009423053624159152,0.0033741162424160793,5.4984730795726235e-05
domainnet,lora,2966744_1,1,0.31267172,0.7816793,0.003386006307379299,5.266804770102079e-06,0.9422062233424794,0.30554887198019226,0.011507361244384723,0.0024874515057761964,6.246399386653017e-05
domainnet,lora,2966744_1,2,0.43692535,0.72820896,0.0022354354228312093,2.4690322243635044e-05,0.7509011738629687,0.19636116600698658,0.014491258375383084,0.001605866426776728,8.085838791057595e-05
domainnet,lora,2966744_1,3,0.5512861,0.68910766,0.0011251565801327715,3.339644781138833e-05,0.5971343451612747,0.10661663389502046,0.021720637683809753,0.0008302225849308564,0.00012654029577738698
domainnet,lora,2966744_1,4,0.64085037,0.64085037,6.316524029703906e-05,6.316524029703906e-05,0.47409058898730116,0.03264803498084762,0.03264803498084762,0.00019801839800507773,0.00019801839800507773
domainnet,lora,2967968_2,0,0.17267329,0.8633664,0.004419074930396629,1.2437985358905467e-05,1.146766836237347,0.4184772731779272,0.007867369238146807,0.003421569846755368,3.465842942117009e-05
domainnet,lora,2967968_2,1,0.31542096,0.7885524,0.003367660046782918,3.4543816290612177e-06,0.9394513638495666,0.30665345221342005,0.008798688302855571,0.0025013162671580864,4.544141571958598e-05
domainnet,lora,2967968_2,2,0.4377699,0.72961646,0.0022188217832009656,1.2888897595837486e-05,0.7446579495131982,0.18737102617173404,0.011366777300671446,0.001554486145697948,4.5534724388688785e-05
domainnet,lora,2967968_2,3,0.54512066,0.68140084,0.0011313853578543412,4.822014753492605e-05,0.607485240684649,0.10881042142693617,0.02077654434154482,0.0008462784904158022,0.00012628294197036816
domainnet,lora,2967968_2,4,0.65208006,0.65208006,3.8623321354332074e-05,3.8623321354332074e-05,0.46062566968496066,0.021205351481102527,0.021205351481102527,0.00013142032299555582,0.00013142032299555582
domainnet,linear,2999464_2,0,0.1679699,0.8398495,0.004415598935098956,5.514391316208585e-06,1.1432280859877038,0.40926162332028265,0.012101634174324246,0.003394274706339921,4.838406265902963e-05
domainnet,linear,2999464_2,1,0.31047693,0.7761923,0.0034024859589709237,1.86530959345148e-05,0.9345599998661503,0.2907363988188363,0.01503570443576956,0.0024176817035808235,5.0437251899900195e-05
domainnet,linear,2999464_2,2,0.44235897,0.73726493,0.002256088215343278,3.333543937518655e-05,0.7432466156561197,0.18750378544593893,0.01580734883365674,0.0015465826226576445,5.303597427752375e-05
domainnet,linear,2999464_2,3,0.5681654,0.71020675,0.0011379507920443624,3.911362815334248e-05,0.5729879214731326,0.0931906636970327,0.01839989412262579,0.0007551304648271998,7.053875164329907e-05
domainnet,linear,2999464_2,4,0.6875391,0.6875391,3.963860309836642e-05,3.963860309836642e-05,0.4169423813611752,0.023160320553193326,0.023160320553193326,0.00010977532369103544,0.00010977532369103544
domainnet,linear,3003806_3,0,0.16749956,0.8374978,0.004429563251740552,4.919176715043391e-06,1.1435919834022579,0.40861600488814853,0.010916650186624244,0.0033911139571396773,4.986663239456267e-05
domainnet,linear,3003806_3,1,0.31053135,0.7763284,0.003407877407063777,1.594708861603248e-05,0.9359301655963959,0.2913002723031944,0.01570238415877743,0.0024181669322156166,5.236882210248576e-05
domainnet,linear,3003806_3,2,0.44325534,0.73875886,0.002264280549821218,2.7378402011721304e-05,0.7442432450282958,0.18628493633487794,0.018340300180057313,0.001540923613105529,6.31755811913881e-05
domainnet,linear,3003806_3,3,0.5699023,0.7123779,0.0011414197487663426,3.660754821678586e-05,0.5739697765079012,0.09295903169594534,0.022164974784337464,0.0007532274970236659,7.815722298117376e-05
domainnet,linear,3003806_3,4,0.6889456,0.6889456,3.59301154904732e-05,3.59301154904732e-05,0.41565774716039766,0.024288750356863488,0.024288750356863488,0.00010583570562756643,0.00010583570562756643
domainnet,linear,2990698_0,0,0.1673467,0.8367335,0.0044391666138125,4.1875071528298405e-06,1.1426248111455422,0.40879888909518525,0.011374784024754598,0.0034010895791407787,5.443793610107768e-05
domainnet,linear,2990698_0,1,0.31017843,0.77544606,0.0034183795328731796,1.927767118365104e-05,0.9333285504016087,0.2900842961301004,0.015174820057245856,0.0024118725111753683,5.081037440355174e-05
domainnet,linear,2990698_0,2,0.44154915,0.73591524,0.0022651243345727257,3.120229849467788e-05,0.7435264900331587,0.18711305693137104,0.015634765882396963,0.001543608599468311,5.1282070551992445e-05
domainnet,linear,2990698_0,3,0.5684876,0.7106095,0.0011402666788640993,3.7042851518695116e-05,0.5730147448174875,0.09335927154172799,0.01980372808744402,0.0007549791499213119,7.58807421456579e-05
domainnet,linear,2990698_0,4,0.6872888,0.6872888,3.8496511808246905e-05,3.8496511808246905e-05,0.417024053619701,0.023917003104752685,0.023917003104752685,0.00011315515638944891,0.00011315515638944891
domainnet,linear,2970739_4,0,0.16747604,0.83738023,0.0044077844171492575,4.9800171051235155e-06,1.1431954622575624,0.40792013511013464,0.011218289820435481,0.003390347670351281,5.419294954894155e-05
domainnet,linear,2970739_4,1,0.3104115,0.77602875,0.003407741148388622,1.7392535108491052e-05,0.9366146404331267,0.2915977558778119,0.015213799077390405,0.0024167939153885497,5.6414445787597055e-05
domainnet,linear,2970739_4,2,0.4415699,0.7359498,0.0022632347310678072,3.077774592687614e-05,0.7448199360602784,0.18725763069032675,0.01776192234426521,0.0015333598812772929,6.418505382300234e-05
domainnet,linear,2970739_4,3,0.56670386,0.7083798,0.0011402109612808594,3.983235695502488e-05,0.5762435847634961,0.09531939420668321,0.019897217161948953,0.0007519351149211759,7.884858637854477e-05
domainnet,linear,2970739_4,4,0.68458265,0.68458265,3.4485017174935505e-05,3.4485017174935505e-05,0.4192506493923221,0.023598340142505364,0.023598340142505364,0.00011335806949861997,0.00011335806949861997
domainnet,linear,2999463_1,0,0.16772297,0.8386148,0.004411092311377875,4.212012389255316e-06,1.1422906497397,0.40802383934158676,0.010678947689398779,0.0033910507543534344,5.0495136078520485e-05
domainnet,linear,2999463_1,1,0.30901304,0.7725326,0.003401306114603371,1.7174221739642624e-05,0.9345825728665534,0.29158339228293084,0.012409925167996877,0.002416628017473622,4.902455128712836e-05
domainnet,linear,2999463_1,2,0.44108248,0.73513746,0.0022538910542213727,2.968109798459137e-05,0.7432314518242481,0.187878641310173,0.015037223529423958,0.0015427196917554347,5.673215152432732e-05
domainnet,linear,2999463_1,3,0.5682606,0.7103258,0.0011356674650190067,3.734651338891647e-05,0.5732755990282178,0.09366008245757229,0.019933540981995103,0.0007589983040753339,7.855877114070818e-05
domainnet,linear,2999463_1,4,0.685961,0.685961,3.730071658741496e-05,3.730071658741496e-05,0.41861779687277834,0.024521468913005412,0.024521468913005412,0.00011693584012322909,0.00011693584012322909
domainnet,ball,2964429_4,0,0.17175612,0.8587806,0.004473605731175445,3.881061201324919e-06,1.172712082107343,0.443570839824205,0.008507346411680385,0.00359855254454374,5.8382709745595775e-05
domainnet,ball,2964429_4,1,0.31761152,0.79402876,0.0034283548802946785,1.8717301674611443e-05,0.9513074734404194,0.32357630072196,0.01857104657977079,0.002613065075918655,9.291741349038027e-05
domainnet,ball,2964429_4,2,0.45303726,0.7550621,0.0022734057161122694,4.127877336088315e-05,0.7475985454574186,0.21597430720154429,0.020793551380285057,0.0017196386604157875,0.00012236337370313165
