dataset,method,run_id,task,accuracy_all,accuracy_seen,ace_all,ace_seen,brier_all,ece_all,ece_seen,sce_all,sce_seen
imagenetr,der,2917189_4,7,0.6245803,0.7807254,0.0019220359497331082,0.00021124246893025573,0.5218702762046675,0.03877474501729011,0.062150438094460955,0.0007703426869710286,0.0005818213296697767
imagenetr,der,2917189_4,8,0.6852752,0.76141685,0.0009840543419743573,0.00023638308902137055,0.44406767113927753,0.017285432994365715,0.05258249302930905,0.00021036928812662766,0.0005723355466669256
imagenetr,der,2917189_4,9,0.7420587,0.7420587,0.000308379173767753,0.000308379173767753,0.35116840248393494,0.05236336521307624,0.05236336521307624,0.0005969151051839191,0.0005969151051839191
imagenetr,der,2956762_3,0,0.09142394,0.91423947,0.008719798843869551,3.1598044297191027e-06,1.2288795732340472,0.4465431940555573,0.031231265527144978,0.00711377695719401,0.00024127688608509043
imagenetr,der,2956762_3,1,0.18031898,0.9015949,0.007380943635645866,9.711215178182768e-06,1.0862434794375448,0.3783766042391459,0.027982211341707235,0.005527829577128093,0.00023436979031186083
imagenetr,der,2956762_3,2,0.26512772,0.883759,0.0066201746349564446,3.390989237967248e-05,0.9181307293415117,0.24728904714435337,0.03408349795538574,0.004109836756388346,0.0003315013092776799
imagenetr,der,2956762_3,3,0.34757248,0.8689312,0.005578484839925853,6.025706301245416e-05,0.8075627576027383,0.19614625360568366,0.03859603682259131,0.0031903875605265304,0.00033821019259366137
imagenetr,der,2956762_3,4,0.42517263,0.85034513,0.0043837824331906935,8.892726638699898e-05,0.6890901687293757,0.14241759584347405,0.04158344330326201,0.0022964277903238933,0.000429397109247023
imagenetr,der,2956762_3,5,0.49938768,0.83231276,0.003587151289130561,0.00011843911273893748,0.6651724320390389,0.1492287555038929,0.047664621259949996,0.00218104372660319,0.00045727827196105576
imagenetr,der,2956762_3,6,0.56682366,0.80974805,0.002693019964531995,0.00012086180018417515,0.5882066505138869,0.09701659947633742,0.05647867762425752,0.0015578746795654296,0.0005240418461753001
imagenetr,der,2956762_3,7,0.62108713,0.7763589,0.001945827827956527,0.0001642692179239704,0.5292784608137572,0.041766897509495436,0.06024296648476296,0.0007963764317830403,0.0005487471932590402
imagenetr,der,2956762_3,8,0.6844971,0.76055235,0.0009737756063509728,0.00024245258265308934,0.44601422540764724,0.014457682907581308,0.049905437908389326,0.0002795849609374999,0.0004986980756123859
imagenetr,der,2956762_3,9,0.7395871,0.7395871,0.0002836326736196254,0.0002836326736196254,0.3559145157251132,0.04825245854258537,0.04825245854258537,0.0005255310948689778,0.0005255310948689778
imagenetr,der,2956761_2,0,0.0907767,0.907767,0.008631718735200508,3.631236384441414e-06,1.2357597403685594,0.4536329903999965,0.021850008626007323,0.007124287312825521,0.00018369577463390755
imagenetr,der,2956761_2,1,0.18218973,0.91094863,0.007327977203795065,1.9551161214602865e-05,1.082280003933717,0.3753214824491491,0.03296919634595136,0.005521611150105793,0.00025433969103007286
imagenetr,der,2956761_2,2,0.2657283,0.88576096,0.006551223285761661,2.8565778442567325e-05,0.9145418921216445,0.24709276519219087,0.038776874336939035,0.0041088036473592125,0.0003784433982402394
imagenetr,der,2956761_2,3,0.34662318,0.86655796,0.005574737439629,6.483726990060972e-05,0.8090146370225492,0.19894857493042947,0.03665452233389872,0.0032483796056111654,0.00036162449327078344
imagenetr,der,2956761_2,4,0.42694822,0.85389644,0.004349930883039874,8.984551727170924e-05,0.6907611837116036,0.14485793781280518,0.04421155791128831,0.0023437164942423506,0.0004421807873633598
imagenetr,der,2956761_2,5,0.5034922,0.8391536,0.0035268585620913655,0.00013327767777473895,0.6540960459574591,0.14159191068510213,0.05197537947977132,0.002105339635213216,0.0005022252497941272
imagenetr,der,2956761_2,6,0.5682981,0.81185436,0.002682574393682492,0.00015960417762593248,0.5839867801933681,0.09447368880112966,0.057167514111965106,0.0015435105387369792,0.0004941876668979841
imagenetr,der,2956761_2,7,0.6209208,0.776151,0.0019162341260972127,0.00022448331730862077,0.5258986470756449,0.040504512012004855,0.05870250145858226,0.000790791727701823,0.0005382242523579163
imagenetr,der,2956761_2,8,0.6846353,0.7607059,0.0009850569692719726,0.0002733125426792395,0.4430006409448236,0.017131432364384316,0.05110663996275626,0.00019905644734700522,0.0005686763850125397
imagenetr,der,2956761_2,9,0.7443798,0.7443798,0.00029013574821874533,0.00029013574821874533,0.3581106918530103,0.0543139219681422,0.0543139219681422,0.000585663897196452,0.000585663897196452
imagenetr,der,2956611_0,0,0.09029126,0.9029126,0.008727027071200624,3.523282040846152e-06,1.2283111246976552,0.44419085021317,0.0358066173770667,0.007155680592854818,0.00024034432608718628
imagenetr,der,2956611_0,1,0.18021315,0.90106577,0.00735397365096685,1.3714949474040992e-05,1.0830648537962457,0.3766861434181531,0.022146784200804646,0.005530819931030274,0.00018076706506687493
imagenetr,der,2956611_0,2,0.26399302,0.87997675,0.006514474576693028,4.242603503350556e-05,0.9128563524466526,0.24270586336155733,0.03754257949670062,0.004036371943155924,0.0003744646711820301
imagenetr,der,2956611_0,3,0.3474841,0.8687103,0.005507473339171459,6.201742591783274e-05,0.8069313685557562,0.19625829710563025,0.043981845513581225,0.0031975117874145503,0.00045044895745782206
imagenetr,der,2956611_0,4,0.4271122,0.8542244,0.004320602434289951,8.796736675149398e-05,0.6915976676619184,0.14131622674067815,0.04951065986387192,0.002349756813049317,0.0004480391471616682
imagenetr,der,2956611_0,5,0.50468165,0.84113616,0.0035329326056068146,0.00013408089216705976,0.6592393120660371,0.14072392839690054,0.060427712407807484,0.0021454613876342775,0.0005213046008807464
imagenetr,der,2956611_0,6,0.5701829,0.81454694,0.002668490736557481,0.00015578648859040938,0.5855993365655958,0.08930175702770553,0.06658762411930917,0.0015326924133300783,0.0005954121615460093
imagenetr,der,2956611_0,7,0.62824845,0.78531057,0.001882385308649391,0.0002403149365395376,0.5248539602754028,0.03349330731232962,0.07165582703782884,0.0007451740010579427,0.0006309600169637717
imagenetr,der,2956611_0,8,0.68619514,0.762439,0.000921798929865472,0.0002659976093987508,0.4461051496708801,0.010702886422475173,0.05560472560764262,0.00024605781555175774,0.0005463975704077517
imagenetr,der,2956611_0,9,0.73664194,0.73664194,0.00021829039475259687,0.00021829039475259687,0.3668839385223431,0.043247835506995506,0.043247835506995506,0.00044912696838378906,0.00044912696838378906
imagenetr,replay,2917187_4,0,0.08996764,0.8996764,0.008696418385263532,3.898037889175357e-06,1.2230358738504474,0.43994915838291254,0.03611679100295874,0.007099352238972982,0.00022941833946697157
imagenetr,replay,2917187_4,1,0.17898215,0.89491075,0.007557171394444838,4.5093438668997885e-06,1.1054682322810523,0.4015306588833531,0.01948629455336782,0.005958047599792481,0.00014558605541404365
imagenetr,replay,2917187_4,2,0.2654648,0.8848827,0.006835253861697808,4.233876191733853e-06,0.9617171682280135,0.30497623821720476,0.018759201814331775,0.004858875312805175,0.00014206667307734353
imagenetr,replay,2917187_4,3,0.34681824,0.8670456,0.0058571439276948025,3.6745104170829285e-06,0.848682130220488,0.2563840544453512,0.01386735935837102,0.00406671443939209,0.0001327571123458614
imagenetr,replay,2917187_4,4,0.4224922,0.8449844,0.004691918419155578,1.8093144671591517e-05,0.7184852012113968,0.2031818010012309,0.012427860075427672,0.0032262867482503255,9.646605830038764e-05
imagenetr,replay,2917187_4,5,0.4948616,0.82476944,0.0038730402004297747,3.196058177641484e-05,0.6801417111311903,0.20548110159238184,0.0150425188499745,0.0029281014633178713,0.00015688517001207796
imagenetr,replay,2917187_4,6,0.5539674,0.79138213,0.003020548025733976,0.00011681940023587205,0.6082310571849902,0.16950129441420236,0.02145664070701509,0.0024586034011840822,0.00025800172672715295
imagenetr,replay,2917187_4,7,0.60980254,0.76225317,0.002292359512023734,0.0001580915018163626,0.5446060956516927,0.1252365632851919,0.02427944279800065,0.0018201955795288086,0.00032153325543711155
imagenetr,replay,2917187_4,8,0.6583062,0.7314513,0.0013877931444144635,0.00021868143795801556,0.47618698960982103,0.10736862826347349,0.05120970539071348,0.0014203680292765302,0.0005889742880156548
imagenetr,replay,2917187_4,9,0.70499575,0.70499575,0.0003432634711936656,0.0003432634711936656,0.38256829929557506,0.061507104953130075,0.061507104953130075,0.0007167526499430339,0.0007167526499430339
imagenetr,replay,2954664_2,0,0.09093851,0.9093851,0.008625525491336205,4.3271454043133535e-06,1.2269596750268275,0.44423924541473386,0.028499537638861802,0.0070580962880452455,0.0002300259712058751
imagenetr,replay,2954664_2,1,0.18027666,0.9013833,0.00754668635984548,4.801485750853095e-06,1.0975172474051211,0.394071192185084,0.0184949999738224,0.0059079606628417965,0.0001399387893504537
imagenetr,replay,2954664_2,2,0.2657556,0.88585204,0.006846185482004511,3.899490236028053e-06,0.9601234632671224,0.30455004747957,0.02099046278766324,0.00487618236541748,0.00012133200324635571
imagenetr,replay,2954664_2,3,0.34486973,0.86217433,0.005925427077004158,1.7173806478328526e-05,0.8542947547825733,0.2649203712145488,0.01379924409958705,0.004182279726664225,0.0001435758465918426
imagenetr,replay,2954664_2,4,0.4256844,0.8513688,0.0047407746060512,1.672171227617669e-05,0.7202902927437602,0.20483259042104085,0.012588783541033342,0.0032974949900309246,0.00016382026672363275
imagenetr,replay,2954664_2,5,0.4984904,0.8308173,0.003892001996539718,4.323736856181748e-05,0.6785360932767305,0.2038269721666972,0.01156826175704542,0.0029743448893229164,0.0001933244458317822
imagenetr,replay,2954664_2,6,0.5538713,0.79124457,0.0030045283476028513,6.484435979906317e-05,0.6038598920837625,0.16799434300263724,0.028083638170063104,0.0024427561442057293,0.0003080461010527827
imagenetr,replay,2954664_2,7,0.61449474,0.76811844,0.002293651237227192,0.00014545103052601013,0.5388903407263812,0.12178515109171471,0.02541697584691283,0.0018019653701782234,0.0003033314278428703
imagenetr,replay,2954664_2,8,0.6766237,0.7518041,0.001385345883149481,0.00021691215110316404,0.4551030268643487,0.08888368833065032,0.03529365767132152,0.0013149024327596028,0.0005100885882522119
imagenetr,replay,2954664_2,9,0.7290224,0.7290224,0.0003068767542805537,0.0003068767542805537,0.3629504074715021,0.043867582241694125,0.043867582241694125,0.0005993021202087403,0.0005993021202087403
imagenetr,replay,2950981_0,0,0.09029126,0.9029126,0.008710688232683266,4.3070662269408705e-06,1.218737506407779,0.4343635731935501,0.024995544871080248,0.007090261917114258,0.00020432729165530895
imagenetr,replay,2950981_0,1,0.18027666,0.9013833,0.007591006168838406,4.156815505470425e-06,1.102576084850041,0.396503182331721,0.01623688616906906,0.005934277852376302,0.0001341356596074847
imagenetr,replay,2950981_0,2,0.26730153,0.8910051,0.006883220031017554,4.639295670461479e-06,0.9564951002360971,0.29700338156024614,0.02418300670696729,0.004832643254597982,0.00018940864282689066
imagenetr,replay,2950981_0,3,0.34354517,0.85886294,0.005906680914881508,1.158715386032441e-05,0.8515439154339717,0.26137570055325826,0.015794118788780214,0.004084935099283853,0.0001307966512649267
imagenetr,replay,2950981_0,4,0.42226943,0.84453887,0.004729846514284654,1.5625737792549514e-05,0.7254835895013978,0.20778420358151195,0.011568446428545098,0.0033231550598144532,0.00016241656272642093
imagenetr,replay,2950981_0,5,0.49378476,0.8229746,0.0038754932506942473,4.578307338935235e-05,0.6765534306801773,0.20195778326193495,0.015007456702524536,0.002969018783569336,0.00021656571809611366
imagenetr,replay,2950981_0,6,0.5515319,0.7879028,0.003027048269970546,0.00013257847106916263,0.6118752656629487,0.17068914018074668,0.023281617418080037,0.0024671144612630203,0.0002848416071793565
imagenetr,replay,2950981_0,7,0.61312616,0.7664077,0.00229366385524474,0.00015041076702893566,0.5432130843325096,0.12109310309092201,0.024526981028239466,0.0018083723322550455,0.00034207240452673434
imagenetr,replay,2950981_0,8,0.6640806,0.73786736,0.0013994806017560524,0.00020913320412402475,0.47058069287568566,0.10281733043305574,0.04739494916743062,0.0013866450881958009,0.0005676224592960242
imagenetr,replay,2950981_0,9,0.7119004,0.7119004,0.00030050583780121725,0.00030050583780121725,0.3744032328469539,0.05763348748286564,0.05763348748286564,0.0006278737513224284,0.0006278737513224284
imagenetr,replay,2954665_3,0,0.09142394,0.91423947,0.008708756510405802,3.92931671139865e-06,1.2182398538584385,0.43598805145422626,0.02985103616436707,0.007027504221598307,0.00028333708306346506
imagenetr,replay,2954665_3,1,0.17945394,0.89726967,0.007589850629423697,4.197337463697172e-06,1.1085079921061012,0.4037618295537929,0.018356727827214245,0.005951415532430013,0.00014729377468157938
imagenetr,replay,2954665_3,2,0.26565728,0.8855243,0.00685342550917611,9.401374485873179e-06,0.9650819344524582,0.3095488105006516,0.014538311417696839,0.004890371882120769,0.00010794714041884006
imagenetr,replay,2954665_3,3,0.3458551,0.86463773,0.0059138464910073775,1.2613194177856844e-05,0.8533762327283421,0.26118249733001,0.010935679875700353,0.004114092508951823,0.00012909917985370016
imagenetr,replay,2954665_3,4,0.42075282,0.84150565,0.004760537223689607,2.411142790745439e-05,0.7251621227479447,0.2096524839401245,0.02262111147805567,0.0033462804031372073,0.00022432986228696752
imagenetr,replay,2954665_3,5,0.4933291,0.8222151,0.0038748293477020948,4.86119394633436e-05,0.6801000949460072,0.20683332133293159,0.01736139497556433,0.0029768469492594397,0.00020528389156222808
imagenetr,replay,2954665_3,6,0.5560633,0.7943761,0.00301051568653671,0.00010227437699203931,0.6049771828170234,0.1671432921886444,0.027657793068354006,0.002472643725077311,0.00033864371177988375
imagenetr,replay,2954665_3,7,0.61623937,0.7702992,0.0022904380232034354,0.00014855158393472763,0.542696104649177,0.12174031774202981,0.02743526533938895,0.001832621752421061,0.00036654456616571886
imagenetr,replay,2954665_3,8,0.667299,0.74144334,0.001377078612343624,0.00020119590636169315,0.4623877505503382,0.10022293861707052,0.04407743468429106,0.0013417546335856114,0.0005032407948465061
imagenetr,replay,2954665_3,9,0.7223833,0.7223833,0.0002995479806973889,0.0002995479806973889,0.3652190546009371,0.04871305016676582,0.04871305016676582,0.000614067179361979,0.000614067179361979
imagenetr,replay,2951691_1,0,0.09045307,0.90453076,0.008670654283351419,4.6161170852023085e-06,1.2148553294403577,0.4324394183953603,0.020589996093106494,0.006975832176208494,0.00018545717097408947
imagenetr,replay,2951691_1,1,0.18039612,0.90198064,0.007584235212431182,4.1542527716006904e-06,1.0975784543770981,0.395803124109904,0.024837314925577732,0.005944397061665852,0.0002017483700478859
imagenetr,replay,2951691_1,2,0.26585507,0.88618356,0.006892928658010496,8.897590798628762e-06,0.9604740786153965,0.3059169392585755,0.016074494913169077,0.004890849075317383,0.00011980286695653342
imagenetr,replay,2951691_1,3,0.34812897,0.87032247,0.005896758688214007,7.488346996622268e-06,0.852680265032816,0.26264459292093917,0.015451011845340363,0.004144918022155762,0.00016331225405736012
imagenetr,replay,2951691_1,4,0.41998425,0.8399685,0.004755738699144907,2.0667902841065835e-05,0.7280342721635503,0.20994855558872225,0.02232181142414773,0.003343589757283528,0.00019472203408518163
imagenetr,replay,2951691_1,5,0.49612442,0.826874,0.003886010445930442,4.816236610897948e-05,0.6786040805356215,0.20422699666023256,0.013429775825945301,0.0030017876688639322,0.00022191842483862187
imagenetr,replay,2951691_1,6,0.55739194,0.79627424,0.0030269045320469373,0.00011882340297593048,0.6060505205298037,0.17037522502740227,0.0231615872580716,0.0025079612859090165,0.0003521014006713813
imagenetr,replay,2951691_1,7,0.6143549,0.7679436,0.0023227808805662666,0.00018249295165488337,0.5382952099199462,0.12223617084821067,0.0234329400084017,0.0018401084645589193,0.0003543397827017656
imagenetr,replay,2951691_1,8,0.67296016,0.74773353,0.0013882319975577048,0.0002256086597552348,0.45705283816721914,0.09451247064272562,0.04108673474102308,0.0012973213958740232,0.000479116136377508
imagenetr,replay,2951691_1,9,0.7179648,0.7179648,0.0003508064252038273,0.0003508064252038273,0.37107300517155684,0.05561095631122592,0.05561095631122592,0.0007020653533935549,0.0007020653533935549
imagenetr,rwalk,2964384_3,0,0.090614885,0.90614885,0.008468944024438728,3.111061658549054e-05,1.3630335791762085,0.5710366521676382,0.043179522343823835,0.007749146067301432,0.0003891805016878739
imagenetr,rwalk,2964384_3,1,0.17235057,0.86175287,0.007632232189115232,5.682484597629797e-06,1.1878063474044378,0.47581211938460666,0.043269492792311716,0.006662126998901367,0.0004030599515181541
imagenetr,rwalk,2964384_3,2,0.24757338,0.8252446,0.0070034524100660595,2.0137302423498527e-05,1.0569066944424625,0.3901432174245516,0.046380163984101636,0.005746966743469238,0.0004789013156387207
imagenetr,rwalk,2964384_3,3,0.31485736,0.7871434,0.006005524947326637,4.4434584851520907e-05,0.9333368170066818,0.32200310877958926,0.0565931637444634,0.00480705696105957,0.0005912871186573219
imagenetr,rwalk,2964384_3,4,0.3927787,0.7855574,0.004788765818428645,6.604969106292083e-05,0.7808604135528656,0.24290082248051958,0.04978808752952084,0.003728551470438639,0.0005079663615072927
imagenetr,rwalk,2964384_3,5,0.4579858,0.76330966,0.003950591939623333,0.00011784969284561571,0.7254647157772603,0.2295733268260956,0.053531824061285906,0.0032189159647623695,0.0005098173932128106
imagenetr,rwalk,2964384_3,6,0.51992047,0.74274355,0.003080900939468544,0.000179980686462975,0.6535298145521408,0.19546704019854466,0.05581550736123482,0.002616005694071451,0.000549806858274571
imagenetr,rwalk,2964384_3,7,0.57432145,0.7179018,0.0024106739338087303,0.00024656696879390706,0.5962775669037983,0.1609824520746867,0.06222965884877907,0.002181208979288737,0.0006730047078415648
imagenetr,rwalk,2964384_3,8,0.6428598,0.7142887,0.001443761433826044,0.0002846104638587766,0.49433816285415527,0.11341581563154855,0.06072199340119504,0.001460899442036946,0.0006535814530921702
imagenetr,rwalk,2964384_3,9,0.71303594,0.71303594,0.00029271422625993366,0.00029271422625993366,0.38128119906112834,0.0551013051271439,0.0551013051271439,0.0006364089202880862,0.0006364089202880862
imagenetr,rwalk,2964383_2,0,0.089320384,0.89320385,0.008600698900510954,1.5971813823911025e-05,1.3774741224538023,0.5804065628262858,0.05024551554405184,0.007953243967692057,0.00047493794589366714
imagenetr,rwalk,2964383_2,1,0.17109841,0.85549206,0.00769573751455826,3.60337354030897e-05,1.1889652740063117,0.47632055543859797,0.05101974571980061,0.006725355097452799,0.0004951586052382953
imagenetr,rwalk,2964383_2,2,0.24467793,0.81559306,0.007026924936228316,2.5461805670046762e-05,1.0654679929886728,0.3944671511054039,0.049434228106289654,0.0058090996424357095,0.0005257666672138344
imagenetr,rwalk,2964383_2,3,0.31881273,0.7970318,0.006027419892408851,4.0174635842117346e-05,0.9359131156643237,0.32410642158985137,0.05077028441651962,0.004841930567423502,0.0005415682764304527
imagenetr,rwalk,2964383_2,4,0.38686705,0.7737341,0.0048190489754524925,7.377717902599831e-05,0.7917654958588389,0.25279794446627296,0.059925605890251026,0.0037499606068929032,0.0005763560510450796
imagenetr,rwalk,2964383_2,5,0.46496066,0.77493453,0.003938772360167198,0.0001193651941037549,0.7198343624016412,0.225917773604393,0.049383526369888575,0.0031904144159952794,0.0005362260777855229
imagenetr,rwalk,2964383_2,6,0.52455753,0.7493679,0.0030890694745864845,0.00016619664411001458,0.6513426706485113,0.18703591950734458,0.04559966849669722,0.0026064312362670907,0.0005326042120978342
imagenetr,rwalk,2964383_2,7,0.5871449,0.7339311,0.002363714369666048,0.00019972517242516555,0.5822258358398521,0.14680308719476065,0.04567220176801401,0.0020340818277994792,0.0004970356083181908
imagenetr,rwalk,2964383_2,8,0.6438719,0.7154132,0.001441525941428412,0.00027378630614495583,0.4973356248780325,0.11091909790039063,0.058727614536429884,0.0014374231974283857,0.0006259126157471628
imagenetr,rwalk,2964383_2,9,0.7157284,0.7157284,0.00024457088303229333,0.00024457088303229333,0.3786333699009744,0.04781998437643051,0.04781998437643051,0.0005758662923177082,0.0005758662923177082
imagenetr,rwalk,2964382_1,0,0.09029126,0.9029126,0.008420878402720457,1.45936458970866e-05,1.3542041827014064,0.5616217623154323,0.037071645645647786,0.0076615588124593105,0.0004346903358076769
imagenetr,rwalk,2964382_1,1,0.17105608,0.8552804,0.007644239137314076,7.027014466946353e-06,1.1794369409666037,0.46908019550641383,0.04542068945365889,0.006617531827290853,0.00044530565708180493
imagenetr,rwalk,2964382_1,2,0.24963605,0.8321202,0.00697636831024541,1.2944107272351504e-05,1.057612073034626,0.3906862730582555,0.04219053720736747,0.005734121119181316,0.0004853300495344789
imagenetr,rwalk,2964382_1,3,0.32126987,0.8031747,0.006019999031615068,4.3905468880746045e-05,0.9287415501990876,0.32162985924879706,0.045857526773401706,0.004819914449055989,0.0005089733493257197
imagenetr,rwalk,2964382_1,4,0.39522523,0.79045045,0.004809117933484928,9.55168534227304e-05,0.7871716758490617,0.24860680504639945,0.04320385216705261,0.0037712567011515294,0.0004905609992242629
imagenetr,rwalk,2964382_1,5,0.46153075,0.7692178,0.003940059304418717,0.00012359655503254555,0.7264210867031796,0.23296635965506235,0.05177409214067824,0.0032332171122233066,0.0005371244171159246
imagenetr,rwalk,2964382_1,6,0.52361,0.74801433,0.0030810484595382636,0.00016608486539819466,0.6594974241268412,0.19427637938658396,0.050162270389352295,0.00270623228708903,0.0005944569845249374
imagenetr,rwalk,2964382_1,7,0.5745672,0.718209,0.0023802554637587852,0.00022116313325812987,0.5949425770970492,0.1535637228091558,0.054057370065902034,0.0021468450927734375,0.0006550291873465165
imagenetr,rwalk,2964382_1,8,0.6435493,0.7150548,0.0014041526631090868,0.0002451782467662352,0.49335657656292686,0.10773734235763548,0.05527090256412825,0.0014061123021443685,0.0006270388256419787
imagenetr,rwalk,2964382_1,9,0.7054261,0.7054261,0.0002545755184388585,0.0002545755184388585,0.3868752477181171,0.04799647680918377,0.04799647680918377,0.0005239919344584149,0.0005239919344584149
imagenetr,rwalk,2964381_0,0,0.08915858,0.89158577,0.008480078875008427,2.2529735649353756e-06,1.354956636730485,0.5631585990985235,0.04999089130113035,0.007716475321451824,0.0005152691143616116
imagenetr,rwalk,2964381_0,1,0.1699234,0.849617,0.00763549409013227,2.0654239063314367e-05,1.1741419349641884,0.4633329187134902,0.04827629505152812,0.006596146443684896,0.00047862959230995635
imagenetr,rwalk,2964381_0,2,0.24584942,0.81949806,0.006992486005504009,3.1009047319268974e-05,1.0483674908636886,0.3827052601774534,0.04851147741181979,0.005700060221354167,0.0004755181806369436
imagenetr,rwalk,2964381_0,3,0.31754652,0.7938663,0.006001620315334867,3.697219695058416e-05,0.9225933545673823,0.3159832648436229,0.053834158278362354,0.004749755427042644,0.0005799799686584213
imagenetr,rwalk,2964381_0,4,0.3914563,0.7829126,0.0047919275788556,6.457226598978016e-05,0.7756165918476687,0.23795548121506965,0.045846268553887654,0.0036186356226603194,0.0004564550092143399
imagenetr,rwalk,2964381_0,5,0.46482292,0.77470493,0.003906260625792352,0.000108878749374695,0.7121574143194846,0.21686784855524696,0.04437752641790366,0.0030962111028035475,0.0004276832943077235
imagenetr,rwalk,2964381_0,6,0.52212036,0.7458862,0.0030739776983370604,0.00015510794586783263,0.650505923934984,0.19471409447987875,0.05379739584773423,0.002634219207763672,0.0005377107737015705
imagenetr,rwalk,2964381_0,7,0.5800336,0.725042,0.0024125902770886906,0.0002433638768488543,0.5949803246278005,0.1592335360447566,0.05784843607584361,0.0021617463556925457,0.0006410338583865101
imagenetr,rwalk,2964381_0,8,0.6487529,0.7208366,0.0014233675201953005,0.00023530828433214148,0.48978072856948696,0.10739826492468516,0.05333163557630594,0.0013974831644694011,0.0005823406161683979
imagenetr,rwalk,2964381_0,9,0.7149436,0.7149436,0.0002815935679152568,0.0002815935679152568,0.37789268933495523,0.053941788052519146,0.053941788052519146,0.0005557049942016601,0.0005557049942016601
imagenetr,rwalk,2964380_4,0,0.08996764,0.8996764,0.008536007904422488,1.6669262669793512e-06,1.3608536047081268,0.5662103430281084,0.04661210836137387,0.007760952707926433,0.0004559299475166792
imagenetr,rwalk,2964380_4,1,0.17130256,0.8565128,0.00765385885101558,1.2981101538181983e-05,1.185014542321314,0.47059256986776987,0.04546537531148768,0.006652263946533204,0.0004429883755984568
imagenetr,rwalk,2964380_4,2,0.24427834,0.81426114,0.006988401396989875,3.5274392841053756e-05,1.057417362750503,0.385749037305514,0.049731650048638,0.005736493377685546,0.0004787960172931305
imagenetr,rwalk,2964380_4,3,0.32008427,0.8002107,0.005995482228533501,4.390602908136143e-05,0.9274828105068027,0.3186592673063278,0.053959629758749315,0.004766646245320637,0.0005166354458921523
imagenetr,rwalk,2964380_4,4,0.39222574,0.7844515,0.004790108808900259,7.38359268755145e-05,0.7798507027417217,0.24116671800613404,0.04512789946409966,0.0036890304946899407,0.0004589610561247797
imagenetr,rwalk,2964380_4,5,0.45739943,0.76233226,0.003926144692789135,0.00012079291531740814,0.7207717892334282,0.2245576390425364,0.052509022375099794,0.0031425273259480797,0.0005034088580612274
imagenetr,rwalk,2964380_4,6,0.51723474,0.73890674,0.003080260492012822,0.00016106738536881513,0.659146002662877,0.1980076779921849,0.05733642450259317,0.002638162218729655,0.0005664403143232334
imagenetr,rwalk,2964380_4,7,0.5762483,0.72031033,0.0023734049206774925,0.00021566802912055538,0.5974916544014299,0.15823791682720184,0.05712979994929777,0.0021352938334147135,0.0006107756420762424
imagenetr,rwalk,2964380_4,8,0.651636,0.72404,0.0014100336253004269,0.00024205779666503397,0.4900991504265197,0.10530251904328661,0.05244876715269961,0.0014234279759724933,0.000631594852967696
imagenetr,rwalk,2964380_4,9,0.6628021,0.6628021,0.0003365823133752034,0.0003365823133752034,0.4357091936918658,0.06962741251786549,0.06962741251786549,0.0007686556371053058,0.0007686556371053058
cifar100,sprompts_coda,4,0,0.0993,0.993,0.005840276100337505,0.000122499846189747,1.032854100318774,0.23890160217285158,0.02036829692125321,0.005000157257080079,0.0004233793789148332
cifar100,sprompts_coda,4,1,0.1925,0.9625,0.010675966571279335,1.8569256872906387e-05,1.0881950513098793,0.3903310591697694,0.011147690340876532,0.009565243743896484,0.0002057069993019099
cifar100,sprompts_coda,4,2,0.2817,0.93899995,0.010971433597242924,1.5214627785388856e-05,0.9965687984115037,0.37172874090671537,0.014243701497713672,0.00974304635620117,0.0002354912408192947
cifar100,sprompts_coda,4,3,0.3686,0.9215,0.010411846939157404,2.9672754231559345e-05,0.9288848256113746,0.36832658692002307,0.018838109225034705,0.009435584457397462,0.0003373605871200561
cifar100,sprompts_coda,4,4,0.45670003,0.9134,0.009097618878455133,4.155832045108482e-05,0.8081878908155301,0.317510304236412,0.022047817882895455,0.0082979423828125,0.00041168943786621087
cifar100,sprompts_coda,4,5,0.53499997,0.8916667,0.0074085260760289665,3.442938923761762e-05,0.6892841963993205,0.26397394299507143,0.03031899137546621,0.006809152175903322,0.000578848317464193
cifar100,sprompts_coda,4,6,0.62329996,0.89042854,0.005552390770851634,4.1509173177712064e-05,0.560508432870783,0.2018747378587723,0.027653851419687313,0.0053050294342041025,0.0005992066737583711
cifar100,sprompts_coda,4,7,0.70750004,0.88437504,0.003591033932309853,6.309477264317985e-05,0.4363930353339184,0.14645603628158574,0.028987209871411304,0.0037136579284667974,0.0006041008663177489
cifar100,sprompts_coda,4,8,0.79510003,0.8834445,0.001758776134705717,5.870319142843402e-05,0.3064450354731372,0.0868795277327299,0.026519018106990408,0.0020840153656005857,0.0005554947408040367
cifar100,sprompts_coda,4,9,0.873,0.873,6.699216922702234e-05,6.699216922702234e-05,0.18822591494562044,0.03314285464882857,0.03314285464882857,0.0006665091476440436,0.0006665091476440436
cifar100,sprompts_coda,2,0,0.0987,0.987,0.007506038263246417,6.208210929209705e-05,1.0860541844223421,0.3037533740997314,0.00852485875785353,0.0066428986358642575,0.00023842562973499325
cifar100,sprompts_coda,2,1,0.1929,0.9645,0.011339387826085092,2.226413117932697e-05,1.1070960853942726,0.41013970894813545,0.011047441191971263,0.010178467864990234,0.00019469606161117518
