dataset,method,run_id,n_tasks,accuracy_all_avg,accuracy_final,accuracy_seen_avg,ace_all_avg,ace_final,ace_seen_avg,backward_transfer,brier_all_avg,brier_final,ece_final,ece_seen_avg,ece_all_avg,forward_transfer,sce_all_avg,sce_final,sce_seen_avg,asce_final
domainnet,gdumb,2964431_4,5,0.34310781955718994,0.5023981332778931,0.6156737208366394,0.002377752888967614,0.00039558971808965285,0.00022316433045460084,-0.12281008064746857,0.8599624585847121,0.634626361339814,0.06328594554275922,0.03999300861714126,0.21413717083727066,0.0,0.0017593836285295951,0.0004574749754996759,0.00029722803062726827,0.00045746838369553237
domainnet,gdumb,2974395_0,5,0.3432658314704895,0.5018201470375061,0.6158075928688049,0.0023706636392139433,0.0003783380950515675,0.0002192869153842667,-0.1218973845243454,0.8648272450128731,0.6396623239602527,0.06303176309943567,0.04269163573252505,0.2178743760860678,0.0,0.0017825258888905355,0.00047369035418803326,0.00031995236615798645,0.00047328253956742714
imagenetr,linear,2917184_4,10,0.39546310901641846,0.6839508414268494,0.7447075247764587,0.004381931333874573,3.927492953497338e-05,2.8107860111812736e-05,-0.053156301379203796,0.7795416081705885,0.406731113254551,0.01854784926027057,0.022155654785888535,0.19119934841711075,0.0,0.0030789512532552084,0.00019136904398600252,0.00018941420812546066,0.00019237335205078132
imagenetr,linear,2935172_1,10,0.397269070148468,0.686233401298523,0.7482625842094421,0.004390998154390057,3.819338922999992e-05,3.5773479923392366e-05,-0.04899962246417999,0.7785690319398891,0.40781306112915394,0.02286733633279801,0.023976927533129237,0.18902978402655574,0.0,0.0030497499504089356,0.00020452668507893877,0.00019890825281044345,0.00020230688730875658
imagenetr,linear,2935300_2,10,0.39605826139450073,0.6858199238777161,0.7456330060958862,0.004370034755280276,4.880194968255295e-05,3.567888523008837e-05,-0.049071863293647766,0.7795730375467451,0.40857988569533926,0.018772709513703984,0.022315843321868797,0.18924868008873116,0.0,0.0030591174494425453,0.00018928555806477853,0.00018289918097064798,0.00018759985605875653
imagenetr,linear,2935306_3,10,0.39520758390426636,0.6835289597511292,0.7437122464179993,0.004382855078098868,3.661645849565243e-05,3.321425862934259e-05,-0.0502009280025959,0.7812247165419828,0.41070325552602055,0.0214284738600254,0.022007311972347444,0.19091573464491712,0.0,0.0030707112236022945,0.00017352814992268865,0.0001573308182270009,0.00017513872782389314
imagenetr,linear,2935025_0,10,0.398221880197525,0.6869341135025024,0.7500784397125244,0.004375653033050187,3.9978539333508595e-05,2.9022136415479672e-05,-0.04925033822655678,0.7773447817944867,0.407727463759876,0.017763031353553137,0.020178432134903296,0.18796344609421983,0.0,0.003059649223327637,0.00019833984374999998,0.00018826978184482542,0.00019732318878173835
imagenetr,lora,2935321_0,10,0.3209121823310852,0.4770023226737976,0.6564379930496216,0.00481256818768237,0.0012943447032178908,0.0005494717986241867,-0.36227548122406006,0.9407477275203735,0.6959970954235398,0.16403999853134157,0.10814802470074444,0.3136062757199009,0.0,0.004327987063090007,0.0020201201629638675,0.0012447483431939018,0.002020052630106608
imagenetr,lora,2935625_2,10,0.32274943590164185,0.450848251581192,0.6622472405433655,0.0047923254774661665,0.0015280925465255858,0.0005280141546978252,-0.3543975055217743,0.9401223849873018,0.7229566197962807,0.17865086038907368,0.10907722420850563,0.31541844904907046,0.0,0.004339128640492757,0.0021378420130411776,0.0012437048468230728,0.0021377625656127932
imagenetr,lora,2935628_3,10,0.3201928436756134,0.4816029965877533,0.6622030735015869,0.004811361284753369,0.0012458528310158486,0.0005634419168322692,-0.35654085874557495,0.9369747895830061,0.681879809203119,0.16429238780339556,0.10650130560868303,0.31357566480934623,0.0,0.004322312438964844,0.001939077657063802,0.0012157799410889597,0.0019413249715169274
imagenetr,lora,2935398_1,10,0.31562647223472595,0.4699792265892029,0.6515735983848572,0.004853484637378602,0.0013449757072109786,0.0006122733375239541,-0.3692772388458252,0.9461665086830967,0.6976091492251905,0.1645477333863576,0.11639012344671155,0.3193269580118979,0.0,0.004397210721333822,0.00199876953125,0.0013375252143147953,0.001999852689107259
imagenetr,lora,2917185_4,10,0.30952826142311096,0.44858431816101074,0.643179714679718,0.004841170331191012,0.0014453238829244706,0.0006084399492152197,-0.3826192319393158,0.9499242893659107,0.7175929625000913,0.16484804709752401,0.11332264483815353,0.3147089366689325,0.0,0.004362066445668538,0.002016080729166666,0.0013219336808633945,0.002016962356567383
imagenetr,joint,2959874_3,1,0.8385000228881836,0.8385000228881836,0.8385000228881836,3.652875634976606e-05,3.652875634976606e-05,3.652875634976606e-05,,0.2216274265855391,0.2216274265855391,0.014461098849773354,0.014461098849773354,0.014461098849773354,,0.00014843334197998018,0.00014843334197998018,0.00014843334197998018,0.00014859701156616186
imagenetr,joint,2917190_4,1,0.8373333215713501,0.8373333215713501,0.8373333215713501,5.60610919606961e-05,5.60610919606961e-05,5.60610919606961e-05,,0.2238990643487525,0.2238990643487525,0.01308986059824624,0.01308986059824624,0.01308986059824624,,0.00017909936269124339,0.00017909936269124339,0.00017909936269124339,0.00018111673355102558
imagenetr,joint,2959156_2,1,0.8385000228881836,0.8385000228881836,0.8385000228881836,5.1373797616712896e-05,5.1373797616712896e-05,5.1373797616712896e-05,,0.22176638185433464,0.22176638185433464,0.014729111138731219,0.014729111138731219,0.014729111138731219,,0.00015472656885782865,0.00015472656885782865,0.00015472656885782865,0.00015279033025105765
imagenetr,joint,2958739_1,1,0.8364999890327454,0.8364999890327454,0.8364999890327454,5.139849778079005e-05,5.139849778079005e-05,5.139849778079005e-05,,0.22252162686093674,0.22252162686093674,0.017678033669789598,0.017678033669789598,0.017678033669789598,,0.00015888418197631822,0.00015888418197631822,0.00015888418197631822,0.00016167650858561164
imagenetr,joint,2956928_0,1,0.8385000228881836,0.8385000228881836,0.8385000228881836,5.8255814687955895e-05,5.8255814687955895e-05,5.8255814687955895e-05,,0.2263328506150843,0.2263328506150843,0.012199843168258655,0.012199843168258655,0.012199843168258655,,0.00014417465845743813,0.00014417465845743813,0.00014417465845743813,0.00014395233790079736
imagenetr,ball,2917186_4,10,0.42405182123184204,0.7306241989135742,0.7990509867668152,0.004369699513541514,5.4585031917740484e-05,2.6496183457005062e-05,-0.04205561429262161,0.7609395801929394,0.34938742908736736,0.015121622880299886,0.015557959334757157,0.21178243753810727,0.0,0.003253211522420247,0.00011179594675699867,0.0001348327304188942,0.00011180455525716136
imagenetr,ball,2938627_2,10,0.4235304296016693,0.7379032969474792,0.7984737157821655,0.004346818441195809,6.561274864311944e-05,2.7316944987878046e-05,-0.03852907940745354,0.7628983788444829,0.3423090078090792,0.01471684812630214,0.018057887971068207,0.2146668568588172,0.0,0.0032705114097595217,0.0001075999832153319,0.00016005592383541863,0.0001080528767903645
imagenetr,ball,2935822_0,10,0.42422550916671753,0.7352868914604187,0.7992230653762817,0.004368134335364685,7.722541146332045e-05,3.276467909267523e-05,-0.03920940309762955,0.7623058428063116,0.3435002927877754,0.010560819149017336,0.01705159290820006,0.21794247971922162,0.0,0.003280661116282145,7.976933797200527e-05,0.00014049046097718525,8.031046549479166e-05
imagenetr,ball,2943184_3,10,0.42100128531455994,0.7246760129928589,0.7939826846122742,0.004378355019311851,0.00010065850358546155,3.852785336664215e-05,-0.040024422109127045,0.7652149657044528,0.3585590432168014,0.012734754085540778,0.016442852301835863,0.21205342657441895,0.0,0.0032575640373229977,8.771841684977218e-05,0.0001573091311383588,8.792882283528648e-05
imagenetr,ball,2937713_1,10,0.422065794467926,0.7337316274642944,0.7929843664169312,0.004354723756408462,7.24269597376773e-05,2.7681076785315344e-05,-0.04251820221543312,0.7647149565641015,0.34918792965747686,0.01829860711097718,0.022100151870912226,0.21543769917276995,0.0,0.0032701833648681638,0.00012522037506103518,0.00018531208129800493,0.0001270101420084634
imagenetr,gdumb,2954861_0,10,0.39481672644615173,0.6428884267807007,0.7597530484199524,0.004284616821058482,3.698408207235233e-05,4.1539468663127746e-05,-0.09330622106790543,0.7729013292527569,0.4688375620723759,0.03279051613310975,0.03207244009613787,0.1735499289759745,0.0,0.0027809335378011064,0.0003034197107950847,0.0002988740449659596,0.0003037852859497069
imagenetr,gdumb,2955435_1,10,0.3938411772251129,0.6349773406982422,0.7592418789863586,0.004305804021302377,4.305651359880977e-05,3.4433626974455704e-05,-0.08993718028068542,0.7736644256035577,0.48215249221982676,0.024038304964701333,0.029764357215752192,0.1701214058784147,0.0,0.0027892098655700683,0.00024997749328613283,0.00029671639386911173,0.00024961142222086597
imagenetr,gdumb,2955813_2,10,0.39502209424972534,0.6414697766304016,0.7607803344726562,0.004262130489329962,4.662944485122908e-05,3.9715768981747875e-05,-0.08924873918294907,0.7710781807516314,0.4706884584329553,0.02782391459743181,0.03211101480967456,0.17179866208732125,0.0,0.0027697548904418944,0.0002702276102701822,0.00029995247595981586,0.0002691450627644857
imagenetr,gdumb,2956169_3,10,0.3942854702472687,0.6408224701881409,0.7591935396194458,0.004291136621349336,4.0265086600556555e-05,4.2147292838170665e-05,-0.09388216584920883,0.770392006244559,0.4659573225096936,0.030794051319360752,0.033094918126862084,0.16937878917145233,0.0,0.0027565465265909834,0.00032784314473470076,0.00033055925549477916,0.00032884980519612623
imagenetr,gdumb,2917188_4,10,0.39970046281814575,0.6451410055160522,0.7694889903068542,0.004300390163382826,3.222872020987227e-05,4.7381980575524064e-05,-0.09534304589033127,0.7691773343864852,0.463989470319623,0.033213744084040306,0.03860415135637975,0.16874694458345568,0.0,0.0027830869827270514,0.0002953323872884113,0.0003551072279819428,0.00029532718658447266
imagenetr,der,2956737_1,10,0.4415973722934723,0.7371461987495422,0.8333309292793274,0.004180895379018775,0.00028938668861519523,0.00013610912207756223,-0.11383248120546341,0.7289850195554249,0.355832483443947,0.04922233094771703,0.04540378875619879,0.17526689761405193,0.0,0.002755849334716797,0.0005716931533813477,0.00045538996887856006,0.0005717088063557943
imagenetr,der,2917189_4,10,0.442609965801239,0.7420586943626404,0.8335728645324707,0.004197809946669343,0.000308379173767753,0.00012193726942544923,-0.11025488376617432,0.7303783649264372,0.35116840248393494,0.05236336521307624,0.045572438801483525,0.1769879327262441,0.0,0.0027736961313883464,0.0005969151051839191,0.0004434308774148586,0.0005971151860555015
imagenetr,der,2956762_3,10,0.4420998692512512,0.739587128162384,0.8337429165840149,0.004216659174917809,0.0002836326736196254,0.00011256206285068253,-0.1142810806632042,0.7314492992844661,0.3559145157251132,0.04825245854258537,0.04360206167700364,0.17614950888281067,0.0,0.002757866953531901,0.0005255310948689778,0.0004129051769392075,0.0005252998860677082
imagenetr,der,2956761_2,10,0.44339925050735474,0.7443798184394836,0.8357175588607788,0.004183644734678789,0.00029013574821874533,0.00012872444268212076,-0.11065495014190674,0.729745026318238,0.3581106918530103,0.0543139219681422,0.04477281165353019,0.17678692166153342,0.0,0.002757116045633952,0.000585663897196452,0.0004309261595797383,0.0005855600992838542
imagenetr,der,2956611_0,10,0.44350433349609375,0.7366419434547424,0.8346964120864868,0.004164744904775366,0.00021829039475259687,0.0001224119380666074,-0.10979489982128143,0.7305443064258488,0.3668839385223431,0.043247835506995506,0.04865122111316088,0.1718627095505595,0.0,0.0027388653653462732,0.00044912696838378906,0.000443726548513765,0.00044903465270996096
imagenetr,replay,2917187_4,10,0.4325658679008484,0.7049957513809204,0.820635199546814,0.0044554910342052174,0.0003432634711936656,9.03225306016814e-05,-0.12457074970006943,0.7549122758664666,0.38256829929557506,0.061507104953130075,0.027415291950329084,0.22751166034384318,0.0,0.0034553297462463378,0.0007167526499430339,0.0002788441328739639,0.0007165579096476238
imagenetr,replay,2954664_2,10,0.43800273537635803,0.7290223836898804,0.8281170725822449,0.004456700323504135,0.0003068767542805537,8.242453044163081e-05,-0.11928430199623108,0.7498525193648129,0.3629504074715021,0.043867582241694125,0.023860314372800485,0.2238971183548371,0.0,0.0034455284989674886,0.0005993021202087403,0.00027127855603065475,0.0005978210385640462
imagenetr,replay,2950981_0,10,0.4338108003139496,0.7119004130363464,0.822575569152832,0.004471763367717219,0.00030050583780121725,8.787274224684393e-05,-0.12723125517368317,0.7531461902827561,0.3744032328469539,0.05763348748286564,0.02606224947635822,0.2251220885669812,0.0,0.0034524297599792483,0.0006278737513224284,0.0002860060748501689,0.0006295190811157224
imagenetr,replay,2954665_3,10,0.4358457028865814,0.7223833203315735,0.8253893852233887,0.0044678826014185845,0.0002995479806973889,8.544344381954729e-05,-0.1221984326839447,0.7525748323456767,0.3652190546009371,0.04871305016676582,0.026154780499739832,0.22647865928262467,0.0,0.003456759878794352,0.000614067179361979,0.0002919787184020868,0.0006140569368998209
imagenetr,replay,2951691_1,10,0.4363613724708557,0.7179648280143738,0.825977623462677,0.004477504982245719,0.0003508064252038273,9.717180161919753e-05,-0.11862091720104218,0.7504698053953367,0.37107300517155684,0.05561095631122592,0.025599662334600905,0.22537144497632983,0.0,0.0034648830261230466,0.0007020653533935549,0.0002974583794103882,0.000700104751586914
imagenetr,rwalk,2964384_3,10,0.4126298427581787,0.7130359411239624,0.7817125916481018,0.00450775618623619,0.00029271422625993366,0.00012891367177422688,-0.07043701410293579,0.8172835310731139,0.38128119906112834,0.0551013051271439,0.05266107191938603,0.27564358600949246,0.0,0.003880728724161784,0.0006364089202880862,0.0005393014581718566,0.0006366364288330076
imagenetr,rwalk,2964383_2,10,0.41470399498939514,0.7157284021377563,0.7824429869651794,0.004524748324803931,0.00024457088303229333,0.00011950633695813472,-0.06097586825489998,0.818895786464096,0.3786333699009744,0.04781998437643051,0.0508598375224373,0.2746594498009731,0.0,0.0038923806851704915,0.0005758662923177082,0.0005381432352087748,0.0005759035619099934
imagenetr,rwalk,2964382_1,10,0.4136161804199219,0.7054260969161987,0.7839860916137695,0.004493069422464366,0.0002545755184388585,0.00011845854088338246,-0.0708179697394371,0.8168259334958898,0.3868752477181171,0.04799647680918377,0.047300536321637304,0.27281651761929193,0.0,0.003862078163782755,0.0005239919344584149,0.0005302501740061715,0.0005243233871459962
imagenetr,rwalk,2964381_0,10,0.41446080803871155,0.7149435877799988,0.7818893194198608,0.004499939655416383,0.0002815935679152568,0.00011797131472266633,-0.06335435807704926,0.8100993089760123,0.37789268933495523,0.053941788052519146,0.05097558725670348,0.2695291056105246,0.0,0.0038226437861124682,0.0005557049942016601,0.0005250325401947135,0.0005551819356282552
imagenetr,rwalk,2964380_4,10,0.408317893743515,0.6628021001815796,0.7763503789901733,0.004509028523401679,0.0003365823133752034,0.0001243832816450107,-0.07599365711212158,0.8213836813444588,0.4357091936918658,0.06962741251786549,0.05299480894419044,0.27381111009369297,0.0,0.0038713453763326014,0.0007686556371053058,0.0005434186146958904,0.0007684960810343423
cifar100,sprompts_coda,4,10,0.49327000975608826,0.8730000257492065,0.9152315258979797,0.00653748611695955,6.699216922702234e-05,4.922435012446523e-05,-0.036222219467163086,0.703554728148984,0.18822591494562044,0.03314285464882857,0.02332675412901574,0.24191253929227594,0.0,0.006062033824920655,0.0006665091476440436,0.0004617787390010698,0.0006665092086791999
cifar100,sprompts_coda,2,10,0.4916999936103821,0.8621999621391296,0.9139168858528137,0.006839131662676109,6.371707439892639e-05,4.5468977924312566e-05,-0.031755562871694565,0.7148996736760131,0.20255225112696779,0.04141824358850718,0.025717823648507165,0.2532364356837422,0.0,0.006353459227752686,0.0008300917587280274,0.0005116260173318878,0.0008300928115844729
cifar100,sprompts_coda,0,10,0.49375995993614197,0.8731999397277832,0.9160922765731812,0.006864448520892574,3.2550329730599255e-05,3.1385979448261006e-05,-0.03095555305480957,0.7165539063479911,0.18710377810734793,0.03277620750665666,0.023037206392762445,0.25588985590696334,0.0,0.006401007348632812,0.0006359286193847658,0.00044931361285561604,0.0006359286117553713
cifar100,sprompts_coda,3,10,0.4924899935722351,0.8719999194145203,0.9140725135803223,0.006768805921061707,3.598872155526952e-05,3.0392344076665786e-05,-0.03440001234412193,0.7125604779156726,0.18989190561544844,0.03611945319175719,0.025826685022900947,0.25390895321279766,0.0,0.0063328520599365236,0.0007348080596923826,0.0005149722433508387,0.0007348081054687497
cifar100,sprompts_coda,1,10,0.49302998185157776,0.8713000416755676,0.915378212928772,0.006909764793491119,4.9656899438659626e-05,3.2125828419836034e-05,-0.03182223066687584,0.7138762998636915,0.19062484115482026,0.03317290446758273,0.024296479930241734,0.254219670882374,0.0,0.0063907925132751465,0.0006815663986206058,0.000476776716882842,0.0006815659713745122
cifar100,sprompts_l2p,0,10,0.47053998708724976,0.8246000409126282,0.8797624707221985,0.006434837648276166,7.471522251506447e-05,0.00012139547595569176,-0.0693555548787117,0.7166439383445434,0.2546348590803335,0.03945878852680324,0.025541153551078728,0.2272212769022584,0.0,0.005739271452331543,0.000789213684082031,0.0005289699823746604,0.0007892131805419925
cifar100,sprompts_l2p,1,10,0.47269001603126526,0.8303999900817871,0.8815214037895203,0.006442976450286635,5.833725144113175e-05,0.00010160457759339463,-0.05960000306367874,0.7156906514196569,0.24359586482729131,0.03645210237503057,0.028200083980956497,0.228971776369214,0.0,0.0057452757522583,0.0007072306060791019,0.0005563317678129864,0.0007072316131591798
cifar100,sprompts_l2p,4,10,0.4691599905490875,0.8222000002861023,0.8760994076728821,0.006441237984237247,8.192261798356176e-05,0.0001242506849259111,-0.07491111755371094,0.7152466720072235,0.2568268855998861,0.04023088442832232,0.029320485676881825,0.22421954947069284,0.0,0.00567847797088623,0.0008010761566162108,0.0005836933026578693,0.0008010760803222654
cifar100,sprompts_l2p,2,10,0.4694499969482422,0.8222999572753906,0.8770139813423157,0.006425583727091626,0.00010549153395557386,0.00014122738875582788,-0.06633332371711731,0.7196140363719494,0.2578704883599218,0.04731154802739617,0.03002403992875464,0.23025272929199042,0.0,0.005757148760986328,0.0009296663208007809,0.000638269339917198,0.0009296667785644529
cifar100,sprompts_l2p,3,10,0.46543994545936584,0.8141999244689941,0.8704124689102173,0.006254238583409855,8.616643806518576e-05,0.00013988501918416922,-0.07788889110088348,0.7200091617588136,0.2709234151581472,0.04873685946464534,0.03555754340697137,0.2275730749370158,0.0,0.005655932621765137,0.0009688989715576167,0.0007288261731942493,0.0009688994598388666
cifar100,InfLoRA,10,10,0.4904699921607971,0.8571000099182129,0.9126114845275879,0.006969132310242905,3.889707146887566e-05,2.4530202835262676e-05,-0.037044454365968704,0.7263053905211336,0.20827522117983807,0.04124730410575866,0.022759290453587024,0.26329672702819107,4.444444493856281e-05,0.006465383444976806,0.0007822964401245116,0.000450865742953713,0.0007822968826293939
cifar100,InfLoRA,10,10,0.4891599714756012,0.8655999898910522,0.9091271162033081,0.00717330326744232,2.504119860474049e-05,1.9796970353653174e-05,-0.03406665474176407,0.7357331105134866,0.20021994243846644,0.03166274070739752,0.022586335455574234,0.27026383073307575,0.0,0.006691844633483886,0.0006574403991699223,0.000449924056654128,0.0006574403991699223
cifar100,InfLoRA,10,10,0.491890013217926,0.8656999468803406,0.9148470759391785,0.0068461769386706115,3.137235341500552e-05,2.4508625383167252e-05,-0.03646665811538696,0.7209897267037395,0.19892039162273253,0.03310875689983367,0.021288690048220846,0.2575198671228439,0.0,0.006353809925842287,0.0006677342071533204,0.00041353325593102545,0.0006677342529296875
cifar100,InfLoRA,10,10,0.48680001497268677,0.8553999662399292,0.9082316160202026,0.007117508577403851,3.532586859224826e-05,2.9650411489664516e-05,-0.03426666930317879,0.7374546979633188,0.21193812259087907,0.037075283277034785,0.022835773124102322,0.26934370404113084,0.0,0.006664426315307616,0.0007448491821289065,0.0004511421867048929,0.000744848770141602
cifar100,InfLoRA,10,10,0.49229001998901367,0.8700000047683716,0.9128516316413879,0.007039621167855485,3.972183819531395e-05,2.709936429292474e-05,-0.038977764546871185,0.7222096605628783,0.18967793380896536,0.028226829852163786,0.022417724865138065,0.2600890080238879,0.0,0.006483090216064453,0.0005571919097900389,0.0004350953109449338,0.0005571918640136719
cifar100,sprompts_dual,3,10,0.48267999291419983,0.8450000882148743,0.9005185961723328,0.005936323646404796,6.383464266616608e-05,0.0001263323901525818,-0.03866667300462723,0.6859569109944881,0.22650337935359044,0.040357536435127295,0.03057613767950072,0.2120094047923386,0.0,0.005279953044128418,0.000796299957275391,0.0006085874931971233,0.00079629997253418
cifar100,sprompts_dual,2,10,0.48280996084213257,0.8458999395370483,0.8996217846870422,0.0058826371815444796,7.68080304411986e-05,0.00013890812842504895,-0.0395333431661129,0.684434576605362,0.22392757793262844,0.0380023769140244,0.027217078357227732,0.207844506149739,2.2222222469281405e-05,0.005181231855773925,0.0007550892639160162,0.0005890260338310211,0.0007550892944335942
cifar100,sprompts_dual,4,10,0.48277997970581055,0.8460000157356262,0.9005301594734192,0.005664141346670797,8.373148526722422e-05,0.00014349709747211043,-0.042066674679517746,0.6804763630423355,0.22099756672387957,0.0332945913553238,0.028623134063962424,0.20342306204102933,4.444444493856281e-05,0.00507971417541504,0.0006450957489013674,0.0005814251000453555,0.0006450957183837891
cifar100,sprompts_dual,1,10,0.48420000076293945,0.8480000495910645,0.9033191800117493,0.006093127252031023,6.509913199713658e-05,0.00011456512485221324,-0.029333332553505898,0.6868149048359765,0.22369055111982908,0.033495673310756674,0.02721852782010321,0.2127890147496015,0.0,0.005341480725097656,0.0006909526062011718,0.0005598800095713327,0.0006909521484375002
cifar100,sprompts_dual,0,10,0.48472994565963745,0.8510000109672546,0.9028217196464539,0.00580381335899785,7.114252426541651e-05,0.00015071391606821962,-0.03675556555390358,0.6754079897592914,0.2173036149284028,0.035165548086166364,0.027391667972835043,0.2000967721416056,0.0,0.005074610156249999,0.0006970131835937498,0.0005632348993199213,0.0006970131988525388
domainnet,InfLoRA,10,5,0.46011170744895935,0.7299518585205078,0.790289580821991,0.0018831714645557891,6.0868534686026304e-05,5.518359886613732e-05,-0.07012830674648285,0.7180408044303468,0.3662606705185432,0.04164209424617604,0.024978473551302387,0.19782116861062582,0.0,0.0015011410023646628,0.00024974424334619523,0.00014554452249549641,0.00024974427676472067
domainnet,InfLoRA,10,5,0.460843563079834,0.730039119720459,0.7915085554122925,0.0018874503162934334,5.449004180333015e-05,5.414253492119294e-05,-0.06856139004230499,0.7160026938535919,0.36340379310984505,0.03924748097644671,0.02496538230225216,0.1969934740611697,0.0,0.001496262993777695,0.00022635473435384196,0.0001459375661007432,0.00022635479283626155
domainnet,InfLoRA,10,5,0.46118465065956116,0.7317582368850708,0.7915710210800171,0.0018724395021757754,6.076671214447763e-05,5.817092243800019e-05,-0.06764451414346695,0.713280280464254,0.3632093390176512,0.040765024988500036,0.025753525457242365,0.19491146947216648,0.0,0.0014772410855495213,0.00023447976373540963,0.00015223493753730436,0.00023447976791272533
domainnet,InfLoRA,10,5,0.45959869027137756,0.7293704152107239,0.7893668413162231,0.0018924969669789423,6.122990124563105e-05,6.0390946330914153e-05,-0.07177413254976273,0.7190067118611021,0.36769417485782974,0.040513193358784096,0.026044164891743733,0.19798246034497574,0.0,0.001499958606477646,0.00024095381770454223,0.000151551933389713,0.00024095394720132835
domainnet,InfLoRA,10,5,0.45983439683914185,0.7287747263908386,0.7897116541862488,0.0018657052923360287,5.2792920009773746e-05,5.742403592933716e-05,-0.06924619525671005,0.7165746731138192,0.3665256007637257,0.04113467024342684,0.024052573647575737,0.1959213683693635,0.0,0.001478486741034275,0.00023877275346422322,0.00014041626995440367,0.00023877265738596245
domainnet,sprompts_l2p,1,5,0.44074907898902893,0.7016494274139404,0.7557465434074402,0.0017442962522270448,0.00010101507195901433,0.0001002477827426031,-0.058774434030056,0.7204649845933749,0.3989317257440994,0.036421389470671625,0.02700313075865287,0.17296629560697163,0.0,0.0013115284755098031,0.00022234570601302914,0.00015058160410270628,0.00022234575614081732
domainnet,sprompts_l2p,4,5,0.44112902879714966,0.7036688327789307,0.7562785148620605,0.0017280802404472239,0.00010253214677129926,0.00010505740931792896,-0.05636628344655037,0.721460679600849,0.397915819874033,0.0353617661734128,0.028349422709752815,0.1730024245848681,0.0,0.0013021039960076143,0.00022157915605374505,0.00015702586527493139,0.0002215791644083764
domainnet,sprompts_l2p,2,5,0.4402376115322113,0.7008839845657349,0.754800021648407,0.001725552243568287,0.00010513364511782348,0.000102879819804441,-0.05872358754277229,0.7232872552458254,0.40061408495751666,0.03889971053467174,0.029175727744451298,0.17543595137864887,0.0,0.0013171550983334496,0.0002349226469211518,0.00016533811148597736,0.00023492265109846752
domainnet,sprompts_l2p,0,5,0.4410673975944519,0.7030594944953918,0.7562836408615112,0.0017415065342042866,0.00010063705859321733,9.84450337552848e-05,-0.060802750289440155,0.7209547254762046,0.3983564440999736,0.03598654023877749,0.02779249116833397,0.17340117153661236,0.0,0.0013128847053760773,0.0002215439955876638,0.00015383587975844514,0.00022154415432565976
domainnet,sprompts_l2p,3,5,0.44083371758461,0.7018211483955383,0.7561716437339783,0.001713720186838387,0.00010075739335295101,0.00010658039331011476,-0.06454519182443619,0.7200791897788468,0.3989807193496468,0.038554510696784755,0.02882018893985469,0.17315691261825636,0.0,0.0013048084687125822,0.00023084708229618273,0.00016048031196559792,0.0002308472034383374
domainnet,sprompts_dual,4,5,0.45337581634521484,0.7211267352104187,0.7771021723747253,0.0016382836784921615,7.473099104667162e-05,0.0001024757721427753,-0.05448657274246216,0.7025050016063378,0.3759620014320961,0.032921900898615755,0.0283963135965992,0.1662574896240811,0.0,0.001245173586274463,0.00019779322398064627,0.00016216474169364624,0.00019779336183206375
domainnet,sprompts_dual,2,5,0.4531908929347992,0.7213226556777954,0.7767863273620605,0.0016499777324577823,7.809932945779816e-05,9.974258476848127e-05,-0.05440489202737808,0.7025718340640422,0.37634053844622367,0.033898151474537695,0.028117831941704925,0.1672127530238769,0.0,0.0012519546269956262,0.00020382727293454068,0.0001599473551915944,0.0002038275778785853
domainnet,sprompts_dual,3,5,0.4534551501274109,0.7208917140960693,0.7771984934806824,0.0016461731316219825,7.598200582594498e-05,9.486857924320891e-05,-0.05780555680394173,0.7020425795877705,0.37502698177083843,0.03352774278025052,0.027367359623893462,0.16692679522915777,0.0,0.0012506288079875045,0.0001984808936879389,0.00015790952185134672,0.00019848096887962118
domainnet,sprompts_dual,0,5,0.4523700773715973,0.7197615504264832,0.7758809328079224,0.0016750452458590924,7.660733606542434e-05,9.478363915265436e-05,-0.05517071485519409,0.7040632726511942,0.3773595674788214,0.034594614349096435,0.028040153854031375,0.16875537030038373,0.0,0.0012677429745757845,0.00020619842174757642,0.0001582659340417872,0.00020619868491846436
domainnet,sprompts_dual,1,5,0.45278507471084595,0.7207496166229248,0.7758510708808899,0.0017053894639554197,7.740938403578897e-05,9.113803845108255e-05,-0.05300069600343704,0.7065402210978292,0.37694042075739587,0.03336340148587825,0.02724598452692869,0.17176131046957474,0.0,0.001292257310196838,0.0001998447413070876,0.00015526811142975338,0.00019984474548440329
domainnet,sprompts_coda,4,5,0.4597512185573578,0.7316584587097168,0.7874158024787903,0.0018173101034926094,8.403203290597894e-05,7.969222682109298e-05,-0.062367141246795654,0.7162624227180929,0.3661405017391009,0.04742891046334401,0.032072162404891955,0.19504037459696993,0.0,0.0014651084790266084,0.0002809240951878094,0.0001810694347893367,0.0002809241411382819
domainnet,sprompts_coda,0,5,0.4597109258174896,0.7319908738136292,0.7872880697250366,0.001834661697891087,8.770240263882158e-05,7.863604383488944e-05,-0.06207260489463806,0.7177920743664127,0.36490342811275017,0.048109812127502635,0.031756397905599684,0.19748050060714928,0.0,0.0014775890133370713,0.000284145528252941,0.0001773064845946468,0.0002841454990117312
domainnet,sprompts_coda,1,5,0.4603777825832367,0.7336941361427307,0.7881867289543152,0.0018511461663921972,8.310532887416425e-05,7.598386808936421e-05,-0.06043822318315506,0.7175442754350531,0.36231911511292936,0.045270792030730284,0.03176607306118998,0.19801644659451062,0.0,0.0014869699234367143,0.0002670024638302477,0.00017970888139048525,0.0002670025891497181
