dataset,method,run_id,bin,bin_probability,bin_frequency,bin_weight
domainnet,rwalk,2964434_4,12,0.8347962209080261,0.789977592177633,0.05795612854478052
domainnet,rwalk,2964434_4,13,0.9032775644026594,0.8578889499725124,0.08590115935869283
domainnet,rwalk,2964434_4,14,0.9841319687172317,0.9614936502388443,0.40532691081674577
domainnet,rwalk,2988468_2,0,0.04582461976168448,0.04723346828609987,0.008748317631224764
domainnet,rwalk,2988468_2,1,0.10275482881494039,0.0936408106219427,0.03378904866473047
domainnet,rwalk,2988468_2,2,0.16693554901972,0.1856515373352855,0.04031782012231116
domainnet,rwalk,2988468_2,3,0.23369342123020634,0.24312220089571338,0.03690585818516682
domainnet,rwalk,2988468_2,4,0.2999576486065381,0.3160865475070555,0.03764964227527095
domainnet,rwalk,2988468_2,5,0.366688551310234,0.39789277967152153,0.03809827394866709
domainnet,rwalk,2988468_2,6,0.4336348415735636,0.4405107370864771,0.040683809119029066
domainnet,rwalk,2988468_2,7,0.5000073862101567,0.5116153430578065,0.04370616986611887
domainnet,rwalk,2988468_2,8,0.5667237810108208,0.5703351807864872,0.04473330027626266
domainnet,rwalk,2988468_2,9,0.6333182150394409,0.6224743980071963,0.04265542726263843
domainnet,rwalk,2988468_2,10,0.7005675405373296,0.6764551651809124,0.04502845269297065
domainnet,rwalk,2988468_2,11,0.7676932768221661,0.7307877041306436,0.04916058652688248
domainnet,rwalk,2988468_2,12,0.8343673730313493,0.7988871224165341,0.05940827843498383
domainnet,rwalk,2988468_2,13,0.9024731526783232,0.8619299221357063,0.084909447238554
domainnet,rwalk,2988468_2,14,0.9837649043501048,0.9623539982030548,0.3942055677551888
domainnet,rwalk,2988776_3,0,0.05406404530712122,0.044349070100143065,0.008252461571155344
domainnet,rwalk,2988776_3,1,0.10249137878417969,0.09951117318435754,0.033812660858067105
domainnet,rwalk,2988776_3,2,0.16646860767856456,0.17820867959372114,0.03835800807537012
domainnet,rwalk,2988776_3,3,0.23407211472130243,0.250078839482813,0.0374371325352412
domainnet,rwalk,2988776_3,4,0.2994049704456509,0.33270558694287505,0.03761422398526599
domainnet,rwalk,2988776_3,5,0.3669541161026284,0.37891218474627775,0.03885386413543954
domainnet,rwalk,2988776_3,6,0.4334575134131675,0.4361575178997613,0.03957403603220703
domainnet,rwalk,2988776_3,7,0.5004967962717984,0.5087859424920128,0.04434369908620812
domainnet,rwalk,2988776_3,8,0.5665683385694075,0.5613848202396804,0.044331892989539795
domainnet,rwalk,2988776_3,9,0.6335487992452765,0.6133625410733844,0.043115865032702885
domainnet,rwalk,2988776_3,10,0.6999708627453444,0.667470525187567,0.04406035276616845
domainnet,rwalk,2988776_3,11,0.7675512226153917,0.7419119435660423,0.048534863403461546
domainnet,rwalk,2988776_3,12,0.8350546170672103,0.7959886547811994,0.058274893154825154
domainnet,rwalk,2988776_3,13,0.9028686852561374,0.855115652050518,0.08319756322164766
domainnet,rwalk,2988776_3,14,0.9838424290581399,0.9615055603079555,0.40023848315270005
domainnet,lora,2967970_3,0,0.05113706160743985,0.05063291139240506,0.010259498004769663
domainnet,lora,2967970_3,1,0.1020085461084637,0.10085054678007291,0.03886567023210786
domainnet,lora,2967970_3,2,0.16676183484653054,0.16930301532377656,0.04776746712002078
domainnet,lora,2967970_3,3,0.23315873163916198,0.2644194756554307,0.04728341715661968
domainnet,lora,2967970_3,4,0.30010091145833334,0.3092857142857143,0.049585606006941986
domainnet,lora,2967970_3,5,0.366190960098387,0.37897683889030287,0.04638615380982739
domainnet,lora,2967970_3,6,0.43408976581393593,0.4391777509068924,0.04881820972350122
domainnet,lora,2967970_3,7,0.4997844893402219,0.49367670728903196,0.051344714410521596
domainnet,lora,2967970_3,8,0.5664883679647548,0.5571827057182706,0.050789827867110574
domainnet,lora,2967970_3,9,0.6335598936064623,0.5861226484241387,0.048322353663431794
domainnet,lora,2967970_3,10,0.7003667062606942,0.654363236372525,0.048298741470095156
domainnet,lora,2967970_3,11,0.7671875544349219,0.7306577480490524,0.05295034355741305
domainnet,lora,2967970_3,12,0.8348852548202921,0.7862223886184949,0.06306816840216288
domainnet,lora,2967970_3,13,0.9024141441545853,0.851652056641942,0.08754220679558924
domainnet,lora,2967970_3,14,0.9805546459711653,0.9535355080500211,0.30871762177988715
domainnet,lora,2966699_0,0,0.05390693077674279,0.038461538461538464,0.007673962834407688
domainnet,lora,2966699_0,1,0.10371849125267094,0.0847863247863248,0.0345328327548346
domainnet,lora,2966699_0,2,0.16695556949898657,0.1573346845705599,0.046598663549857144
domainnet,lora,2966699_0,3,0.23328652006597808,0.22477064220183487,0.048900852400179454
domainnet,lora,2966699_0,4,0.30022714800272077,0.2958199356913183,0.04773204883001582
domainnet,lora,2966699_0,5,0.3668821561619994,0.34918648310387984,0.04716535618993648
domainnet,lora,2966699_0,6,0.43303906510290463,0.42306760358614004,0.04872376095015466
domainnet,lora,2966699_0,7,0.49957260265896036,0.4627168281144402,0.05240726311067035
domainnet,lora,2966699_0,8,0.5660611880224165,0.5400981996726678,0.050494675450402586
domainnet,lora,2966699_0,9,0.6329224421871259,0.5930093368446253,0.049314065783570636
domainnet,lora,2966699_0,10,0.7000613849449066,0.6423020883924235,0.04861750608013978
domainnet,lora,2966699_0,11,0.7671725835322196,0.7274896940768063,0.054414299544284665
domainnet,lora,2966699_0,12,0.8350310463810219,0.7794505080918329,0.06273759769544993
domainnet,lora,2966699_0,13,0.9026892721815395,0.8570844686648501,0.08665674954546528
domainnet,lora,2966699_0,14,0.980806007157224,0.9546599496221663,0.31403036528063094
domainnet,lora,2964428_4,0,0.04869212816708052,0.04020100502512563,0.009397652947982338
domainnet,lora,2964428_4,1,0.10319557698567708,0.09333333333333334,0.03541829000495856
domainnet,lora,2964428_4,2,0.16678404276868597,0.16261203585147246,0.04610280748978773
domainnet,lora,2964428_4,3,0.23330126001846482,0.22199436042040502,0.04605558310311445
domainnet,lora,2964428_4,4,0.3005529813275851,0.2933196826209368,0.046126419683124364
domainnet,lora,2964428_4,5,0.3664024136809685,0.36715587044534415,0.04665769403319874
domainnet,lora,2964428_4,6,0.4335771761780814,0.43548387096774194,0.049042525560199286
domainnet,lora,2964428_4,7,0.49999827285272136,0.48836147877681424,0.05173431560057614
domainnet,lora,2964428_4,8,0.566452709383056,0.5289430513241153,0.05037661448371939
domainnet,lora,2964428_4,9,0.6331835448286915,0.5958969465648855,0.04949115723359543
domainnet,lora,2964428_4,10,0.7004758655759775,0.6490283306017326,0.05042383887039267
domainnet,lora,2964428_4,11,0.7667834294198669,0.7174339951996509,0.05410734103090836
domainnet,lora,2964428_4,12,0.834591432210391,0.7852028639618138,0.06430780855233642
domainnet,lora,2964428_4,13,0.9022166882171418,0.8438108484005563,0.08488583504521735
domainnet,lora,2964428_4,14,0.9809911406746402,0.9597458418987105,0.31587211636088874
domainnet,lora,2966744_1,0,0.052712980683866914,0.03996003996003996,0.01181790276498784
domainnet,lora,2966744_1,1,0.10245156841903139,0.08590518612790328,0.03710656182852825
domainnet,lora,2966744_1,2,0.16723147669468946,0.15687303252885623,0.04500484049963401
domainnet,lora,2966744_1,3,0.23319520796090545,0.22881969587255613,0.04891265849684777
domainnet,lora,2966744_1,4,0.3001007286639822,0.2900476309852093,0.04709451960992657
domainnet,lora,2966744_1,5,0.3664997185259998,0.35085513078470826,0.046941040353238414
domainnet,lora,2966744_1,6,0.4333759037381571,0.42689486552567235,0.048286935373426834
domainnet,lora,2966744_1,7,0.5002236754067754,0.4606996819627442,0.05197043753394253
domainnet,lora,2966744_1,8,0.5666168914444145,0.5210727969348659,0.049302259686902314
domainnet,lora,2966744_1,9,0.6330164567135167,0.5954545454545455,0.049349484073575596
domainnet,lora,2966744_1,10,0.7002665008428886,0.653041825095057,0.04968005478028854
domainnet,lora,2966744_1,11,0.7670615748355263,0.7059496567505721,0.0515926424405563
domainnet,lora,2966744_1,12,0.8348890849574053,0.7629925756710452,0.06201742579868244
domainnet,lora,2966744_1,13,0.9030373663651315,0.8439473684210527,0.08972633467922836
domainnet,lora,2966744_1,14,0.9809717950937061,0.9551955688759057,0.3111969020802342
domainnet,lora,2967968_2,0,0.05448882071463553,0.042042042042042045,0.007862860381100801
domainnet,lora,2967968_2,1,0.10144635787460449,0.08674630261660979,0.04151023588581143
domainnet,lora,2967968_2,2,0.166447825246043,0.17607392607392608,0.04727161105995136
domainnet,lora,2967968_2,3,0.23349501814875975,0.2416402245545521,0.048369578050105076
domainnet,lora,2967968_2,4,0.299604671657161,0.31102661596958175,0.04657505135652051
domainnet,lora,2967968_2,5,0.36669080946180554,0.37037037037037035,0.047814691506694054
domainnet,lora,2967968_2,6,0.4337370269452298,0.4261308950914341,0.049066137753535924
domainnet,lora,2967968_2,7,0.500435748159683,0.49784824462061156,0.05212391679063068
domainnet,lora,2967968_2,8,0.5661319187201619,0.5544946436888681,0.05069537909376402
domainnet,lora,2967968_2,9,0.6335877793538676,0.6086150995831403,0.05097872541380369
domainnet,lora,2967968_2,10,0.7002366258661561,0.6639922197909068,0.048558475596798184
domainnet,lora,2967968_2,11,0.7672758867396391,0.7263814616755794,0.05298576184741801
domainnet,lora,2967968_2,12,0.834492650928052,0.7985074626865671,0.061698661188637816
domainnet,lora,2967968_2,13,0.9029271371735582,0.8615342763873776,0.08679842270548511
domainnet,lora,2967968_2,14,0.980973855613537,0.9588673163993554,0.30769049136974336
domainnet,linear,2999464_2,0,0.05204347560280248,0.04276315789473684,0.010767160161507403
domainnet,linear,2999464_2,1,0.10217950503889946,0.1085195187822244,0.048086231730065404
domainnet,linear,2999464_2,2,0.166183408085813,0.1978426084824712,0.048157068310075324
domainnet,linear,2999464_2,3,0.2330423192500423,0.2668470906630582,0.043623527189440625
domainnet,linear,2999464_2,4,0.2999732590519495,0.34209740065730504,0.03951500554886543
domainnet,linear,2999464_2,5,0.3668442810166876,0.40005913660555886,0.03992821893225662
domainnet,linear,2999464_2,6,0.43443174619932434,0.45475910693301996,0.04018795305895965
domainnet,linear,2999464_2,7,0.500178641125276,0.49848192105989514,0.04277348822932162
domainnet,linear,2999464_2,8,0.5664838508716282,0.5700778642936596,0.042454723619277
domainnet,linear,2999464_2,9,0.6337938997045712,0.628078120577413,0.04171093952917287
domainnet,linear,2999464_2,10,0.7001522209390513,0.6839492553778268,0.04280890651932658
domainnet,linear,2999464_2,11,0.7675200233163759,0.7421188630490956,0.045689594106396544
domainnet,linear,2999464_2,12,0.8343815027376421,0.7988419472442634,0.05505182876437392
domainnet,linear,2999464_2,13,0.9031344171175019,0.8683371298405467,0.07774314656088405
domainnet,linear,2999464_2,14,0.9847946492812713,0.9611004518165501,0.381502207740077
domainnet,linear,3003806_3,0,0.05462471818749284,0.048534798534798536,0.012892257561804916
domainnet,linear,3003806_3,1,0.1009462599786336,0.10642377756471716,0.04925503530022904
domainnet,linear,3003806_3,2,0.16616487443640202,0.20832295041116372,0.047377865929966234
domainnet,linear,3003806_3,3,0.233061026627911,0.29387302467424453,0.04258459068262851
domainnet,linear,3003806_3,4,0.3005618336311192,0.32944693572496264,0.039491393355528794
domainnet,linear,3003806_3,5,0.36613817546804084,0.4060514372163389,0.039019149488796014
domainnet,linear,3003806_3,6,0.4332439046127192,0.46165279429250894,0.03971570919222687
domainnet,linear,3003806_3,7,0.5003755087558884,0.5071656050955414,0.04448537224622795
domainnet,linear,3003806_3,8,0.5658248833247593,0.5669642857142857,0.04231305045925716
domainnet,linear,3003806_3,9,0.6332146932912427,0.6244186046511628,0.04061297253901915
domainnet,linear,3003806_3,10,0.7003967370045202,0.6926286509040334,0.042442917522608675
domainnet,linear,3003806_3,11,0.7678774188348786,0.7343954034996083,0.04520554414299544
domainnet,linear,3003806_3,12,0.8344923889378552,0.8120395706167123,0.05609076527118604
domainnet,linear,3003806_3,13,0.9026129486152976,0.8620949510173324,0.07833345139430002
domainnet,linear,3003806_3,14,0.984868830934414,0.9627041798646047,0.38017992491322516
domainnet,linear,2990698_0,0,0.05449887316373852,0.03696682464454976,0.012455431985077094
domainnet,linear,2990698_0,1,0.10130707121798667,0.11465603190428714,0.04736605983329791
domainnet,linear,2990698_0,2,0.16542779956721015,0.18760757314974183,0.04801539515005549
domainnet,linear,2990698_0,3,0.23233501860092834,0.26832018038331457,0.04188803097919766
domainnet,linear,2990698_0,4,0.3003076227967045,0.34089603676048247,0.04110882859908857
domainnet,linear,2990698_0,5,0.3665294503893335,0.38653441538923955,0.03927888361549904
domainnet,linear,2990698_0,6,0.43358634960066866,0.4537890044576523,0.039727515288895184
domainnet,linear,2990698_0,7,0.5004622773092577,0.5190397350993378,0.04278529432598994
domainnet,linear,2990698_0,8,0.5669662030992303,0.5717427157778999,0.042950579679346415
domainnet,linear,2990698_0,9,0.63259478733267,0.6301013024602026,0.040790063989043945
domainnet,linear,2990698_0,10,0.7001812720285455,0.6856504745951982,0.04228943826592052
domainnet,linear,2990698_0,11,0.7670958357131201,0.7383812010443864,0.045217350239663764
domainnet,linear,2990698_0,12,0.8346527099609375,0.7974137931034483,0.05478028854100257
domainnet,linear,2990698_0,13,0.9033326916676042,0.8624362436243624,0.07869944039101792
domainnet,linear,2990698_0,14,0.9848117730091636,0.9608466261454445,0.382647399116904
domainnet,linear,2970739_4,0,0.05075254216984056,0.04596704249783174,0.013612429458572406
domainnet,linear,2970739_4,1,0.10077750074077374,0.10758552305404065,0.047625793960000946
domainnet,linear,2970739_4,2,0.1654372044293529,0.19770916334661354,0.047413284219971194
domainnet,linear,2970739_4,3,0.23365176567903276,0.2774613506916192,0.04352907841609407
domainnet,linear,2970739_4,4,0.2997874553191588,0.33501035809411067,0.03989280064225166
domainnet,linear,2970739_4,5,0.36672539265329107,0.39248625534514353,0.038653160492078106
domainnet,linear,2970739_4,6,0.4330325656467014,0.44592198581560283,0.03995183112559326
domainnet,linear,2970739_4,7,0.5006775438452389,0.49401117913228637,0.04435550518287644
domainnet,linear,2970739_4,8,0.5666564570679182,0.5784097183876311,0.0427616821326533
domainnet,linear,2970739_4,9,0.6332676390572302,0.634345137717819,0.042006091945880855
domainnet,linear,2970739_4,10,0.7001883444271935,0.6678118393234672,0.044674269792921065
domainnet,linear,2970739_4,11,0.7671378900196927,0.7412190082644629,0.04571320629973318
domainnet,linear,2970739_4,12,0.834714269103214,0.7981018119068162,0.0547330641543293
domainnet,linear,2970739_4,13,0.9028512354288293,0.8680288830849593,0.07684588321409176
domainnet,linear,2970739_4,14,0.9849687348807629,0.9614508224864999,0.3782319189629525
domainnet,linear,2999463_1,0,0.05307853682358377,0.045064377682403435,0.011003282094873792
domainnet,linear,2999463_1,1,0.10167959792103934,0.1044776119402985,0.04746050860664447
domainnet,linear,2999463_1,2,0.16570371522357694,0.18186226964112512,0.0486883426601497
domainnet,linear,2999463_1,3,0.2328980357934397,0.2823240589198036,0.04328115038605936
domainnet,linear,2999463_1,4,0.30016652226482804,0.3328475663071991,0.04050671766900427
domainnet,linear,2999463_1,5,0.36599167958038165,0.40188909201706274,0.038747609265424664
domainnet,linear,2999463_1,6,0.433650172657623,0.450497949619215,0.04030601402564284
domainnet,linear,2999463_1,7,0.5003230905930522,0.5162765671240247,0.04388326131614366
domainnet,linear,2999463_1,8,0.566340522419227,0.569027280242491,0.042844324809331535
domainnet,linear,2999463_1,9,0.6333767892263986,0.6352447552447552,0.042206795589242285
domainnet,linear,2999463_1,10,0.700426864181996,0.6683082271147162,0.040754645699038985
domainnet,linear,2999463_1,11,0.7674655815068938,0.7455775234131113,0.045382635593020235
domainnet,linear,2999463_1,12,0.8347222837573514,0.7966813694601974,0.056208826237869235
domainnet,linear,2999463_1,13,0.9024421208790696,0.8593189964157706,0.0790536232910675
domainnet,linear,2999463_1,14,0.9846818858056843,0.9604154358033521,0.37967226275648747
domainnet,ball,2964429_4,0,0.04670302073160807,0.029513888888888888,0.006800311680952044
domainnet,ball,2964429_4,1,0.1038658528776775,0.0925181013676589,0.029349956317442326
domainnet,ball,2964429_4,2,0.16724773913076213,0.15901060070671377,0.036752378928478664
domainnet,ball,2964429_4,3,0.23383878159359403,0.2255146600124766,0.03785034591863238
domainnet,ball,2964429_4,4,0.29999939276247606,0.30293367346938777,0.037023919151850014
domainnet,ball,2964429_4,5,0.36727545424470687,0.3550488599348534,0.036244716771740924
domainnet,ball,2964429_4,6,0.43379277096518987,0.425,0.037307265471889686
domainnet,ball,2964429_4,7,0.5010615485705757,0.47837622711594585,0.04449717834289627
domainnet,ball,2964429_4,8,0.566205491388737,0.5292509568069984,0.043186701612712805
domainnet,ball,2964429_4,9,0.6332638770845262,0.5825937589464644,0.04123869566244008
domainnet,ball,2964429_4,10,0.7000595048287171,0.6469387755102041,0.04049491157233595
domainnet,ball,2964429_4,11,0.7670465119846204,0.7120418848167539,0.04509928927298057
domainnet,ball,2964429_4,12,0.8346009938530002,0.7756180012676949,0.05587825553115629
domainnet,ball,2964429_4,13,0.9031029549380939,0.8377483443708609,0.08200514745814738
domainnet,ball,2964429_4,14,0.9859877643258738,0.9566000110784911,0.4262709263063446
domainnet,ball,2967971_0,0,0.05027356628977924,0.04220183486238532,0.006434322684234138
domainnet,ball,2967971_0,1,0.10307285118833812,0.09233716475095785,0.030813912304313948
domainnet,ball,2967971_0,2,0.16674858513779528,0.15905511811023623,0.03748435692191448
domainnet,ball,2967971_0,3,0.23268353072622963,0.22963659147869675,0.03768506056527591
domainnet,ball,2967971_0,4,0.2997024378825709,0.29413659793814434,0.03664612405846379
domainnet,ball,2967971_0,5,0.3667605778518186,0.36309709647205746,0.037814927628627426
domainnet,ball,2967971_0,6,0.43371114811949424,0.4161603888213852,0.03886567023210786
domainnet,ball,2967971_0,7,0.5010752038321292,0.4888222464558342,0.043304762579396
domainnet,ball,2967971_0,8,0.5663468681662669,0.5332957110609481,0.04184080659252438
domainnet,ball,2967971_0,9,0.6337351577784377,0.6036892118501956,0.042242213879247245
domainnet,ball,2967971_0,10,0.7009216704069925,0.6646868250539957,0.043729782059455505
domainnet,ball,2967971_0,11,0.767874830656636,0.7195446839428433,0.0487473731434913
domainnet,ball,2967971_0,12,0.8342480863278758,0.7778014033595577,0.0555240726311067
domainnet,ball,2967971_0,13,0.9026791300372177,0.8528894103842769,0.08049396708460249
domainnet,ball,2967971_0,14,0.9855951450814121,0.9588001241640094,0.41837264763523885
domainnet,ball,2968412_1,0,0.048009570919599245,0.03907637655417407,0.00664683242426389
domainnet,ball,2968412_1,1,0.10377516791364616,0.09051724137931035,0.030129158697551416
domainnet,ball,2968412_1,2,0.1670905577891646,0.15930304915992533,0.037944794691978936
domainnet,ball,2968412_1,3,0.23304823640722352,0.2367601246105919,0.03789757030530566
domainnet,ball,2968412_1,4,0.3002416307681075,0.305607476635514,0.03789757030530566
domainnet,ball,2968412_1,5,0.367012978525097,0.35758163595215003,0.036516256995112274
domainnet,ball,2968412_1,6,0.4336041646541731,0.42102009273570323,0.03819272272201365
domainnet,ball,2968412_1,7,0.5004681185903966,0.4906275468622657,0.043458241836084155
domainnet,ball,2968412_1,8,0.5663033135156025,0.5251653724475123,0.04104979811574697
domainnet,ball,2968412_1,9,0.6328877085170488,0.5984714873603763,0.04016434086562301
domainnet,ball,2968412_1,10,0.7002848639455782,0.6552380952380953,0.043387405256074235
domainnet,ball,2968412_1,11,0.7673061277715496,0.695814648729447,0.047389672026634556
domainnet,ball,2968412_1,12,0.834775185165307,0.7726492056676685,0.054992798281032325
domainnet,ball,2968412_1,13,0.9022509403198224,0.8399068548973948,0.08111969020802343
domainnet,ball,2968412_1,14,0.9855539471573632,0.9559516835439507,0.42321314726924986
domainnet,ball,2968413_2,0,0.046461343040582255,0.037993920972644375,0.007768411607754244
domainnet,ball,2968413_2,1,0.10333869162570225,0.1,0.03152227810441312
domainnet,ball,2968413_2,2,0.16682441749764448,0.1614321608040201,0.03759061179192935
domainnet,ball,2968413_2,3,0.23283885048114308,0.23981337480559875,0.03795660078864726
domainnet,ball,2968413_2,4,0.30019002738792405,0.30210016155088854,0.03653986918844891
domainnet,ball,2968413_2,5,0.36704010164677187,0.3721446700507614,0.03721281669854313
domainnet,ball,2968413_2,6,0.434515290750226,0.4200060259114191,0.03918443484215249
domainnet,ball,2968413_2,7,0.5008802233601571,0.48526140155728587,0.042454723619277
domainnet,ball,2968413_2,8,0.5672474907959327,0.535483870967742,0.04208873462255909
domainnet,ball,2968413_2,9,0.6334032393510578,0.6026300743281875,0.04129772614578168
domainnet,ball,2968413_2,10,0.6998280971441305,0.6508502468458585,0.04304502845269297
domainnet,ball,2968413_2,11,0.767440889129328,0.719704684317719,0.04637434771315908
domainnet,ball,2968413_2,12,0.8346195038522848,0.7825717321997875,0.05554768482444334
domainnet,ball,2968413_2,13,0.9025267148347494,0.8326612903225806,0.08198153526481075
domainnet,ball,2968413_2,14,0.985625039582571,0.9569904579615504,0.4194351963353876
domainnet,ball,2968538_3,0,0.049334841690878005,0.04092526690391459,0.00663502632759557
domainnet,ball,2968538_3,1,0.10372126257501674,0.09755164498852334,0.030861136690987227
domainnet,ball,2968538_3,2,0.1666259765625,0.16359857482185272,0.03976293357890014
domainnet,ball,2968538_3,3,0.23298186160969098,0.2364644487932159,0.03619749238506765
domainnet,ball,2968538_3,4,0.30002649102126805,0.29951845906902086,0.03677599112181531
domainnet,ball,2968538_3,5,0.3670814905473479,0.37304874163746415,0.037059337441854974
domainnet,ball,2968538_3,6,0.4338984289390263,0.41014402003757044,0.037708672758612546
domainnet,ball,2968538_3,7,0.5009724764644351,0.4940027894002789,0.04232485655592548
domainnet,ball,2968538_3,8,0.566418314887461,0.5191706901448452,0.04156926636915303
domainnet,ball,2968538_3,9,0.6330750923135223,0.59278059785674,0.041864418785861016
domainnet,ball,2968538_3,10,0.6998135166179231,0.6588677065280185,0.04087270666572218
domainnet,ball,2968538_3,11,0.7678189347524002,0.7170288024254674,0.04672853061320866
domainnet,ball,2968538_3,12,0.8342847836307619,0.7720870678617158,0.05532336898774527
domainnet,ball,2968538_3,13,0.9029601521133622,0.8293866745109575,0.08026965124790442
domainnet,ball,2968538_3,14,0.9860411124504669,0.9583506525895752,0.42604661046964654
domainnet,replay,2970081_3,0,0.06349301834901173,0.0,7.083658000991713e-05
domainnet,replay,2970081_3,1,0.10867399203834982,0.044920525224602624,0.017083421879058345
domainnet,replay,2970081_3,2,0.16926174905385927,0.06689205505916446,0.04888904630351113
domainnet,replay,2970081_3,3,0.23354254893692375,0.10737610449481368,0.061462539255271426
domainnet,replay,2970081_3,4,0.2996599612274963,0.14569413511507054,0.06361124884890558
domainnet,replay,2970081_3,5,0.3664761590275363,0.1874006359300477,0.05940827843498383
domainnet,replay,2970081_3,6,0.43351073409332264,0.23580605055946954,0.05697622252131
domainnet,replay,2970081_3,7,0.49979914206337916,0.28816714935870913,0.05707067129465656
domainnet,replay,2970081_3,8,0.5662322885849896,0.34375,0.05138013270052655
domainnet,replay,2970081_3,9,0.6332874298095703,0.3790322580645161,0.04684659157989186
domainnet,replay,2970081_3,10,0.6996964428978689,0.4548853439680957,0.04736605983329791
domainnet,replay,2970081_3,11,0.7667030187007248,0.5200915564598169,0.04642157209983235
domainnet,replay,2970081_3,12,0.8340271009313407,0.5821962313190383,0.05450874831763122
domainnet,replay,2970081_3,13,0.9024072058953205,0.6701677378899514,0.07531109064721021
domainnet,replay,2970081_3,14,0.9836329272080415,0.8876967095851216,0.3135935397039031
domainnet,replay,2968543_1,0,0.06095169857144356,0.0,4.722438667327808e-05
domainnet,replay,2968543_1,1,0.11347628386124321,0.036521739130434785,0.013577011168567448
domainnet,replay,2968543_1,2,0.16968123010531205,0.06597390043499275,0.04885362801350617
domainnet,replay,2968543_1,3,0.23343235320443967,0.10776942355889724,0.06594885598923284
domainnet,replay,2968543_1,4,0.30026359661859703,0.15321849501359927,0.06511062312578215
domainnet,replay,2968543_1,5,0.3662607517083043,0.18424194190210905,0.05933744185497391
domainnet,replay,2968543_1,6,0.43343544006347656,0.24732730263157895,0.057424854194706144
domainnet,replay,2968543_1,7,0.49959581219720256,0.3083975828297562,0.05665745791126538
domainnet,replay,2968543_1,8,0.566308671857147,0.35191956124314444,0.05166347902056622
domainnet,replay,2968543_1,9,0.6330115879948431,0.3987154150197628,0.04779107931335742
domainnet,replay,2968543_1,10,0.6998308635295328,0.4568245125348189,0.04662227574319378
domainnet,replay,2968543_1,11,0.7672492066628807,0.5198919449901768,0.04807442563339709
domainnet,replay,2968543_1,12,0.8343398472565081,0.5778725314183124,0.05260796675403178
domainnet,replay,2968543_1,13,0.9022345271262472,0.6805600257483103,0.0733630846969375
domainnet,replay,2968543_1,14,0.9839083280277306,0.8853423882286361,0.31292059219380886
domainnet,replay,2964430_4,0,0.05606560815464367,0.0,0.00012986706335151472
domainnet,replay,2964430_4,1,0.11278510171858991,0.04590163934426229,0.014403437935349815
domainnet,replay,2964430_4,2,0.1696566685104191,0.07062412013139371,0.050317584000377794
domainnet,replay,2964430_4,3,0.2340839202630422,0.11137162954279015,0.0604236027484593
domainnet,replay,2964430_4,4,0.29952814392977756,0.15907802758360098,0.06248966966541522
domainnet,replay,2964430_4,5,0.3665850471047794,0.20486815415821502,0.058204056574815234
domainnet,replay,2964430_4,6,0.43275234507163246,0.24212307041657855,0.05583103114448301
domainnet,replay,2964430_4,7,0.49963098499712866,0.3023408444541676,0.05396566787088853
domainnet,replay,2964430_4,8,0.566788166375936,0.3632856818697527,0.05202946801728413
domainnet,replay,2964430_4,9,0.6332939049218155,0.39431616341030196,0.04652782696984723
domainnet,replay,2964430_4,10,0.6993186117090904,0.46076204895281353,0.04678756109655026
domainnet,replay,2964430_4,11,0.7668017772272614,0.5141650099403579,0.04750773299331775
domainnet,replay,2964430_4,12,0.8347078428092538,0.59062963748145,0.05568935798446318
domainnet,replay,2964430_4,13,0.9025583454206878,0.6697303921568627,0.07707019905078982
domainnet,replay,2964430_4,14,0.9838306319012153,0.8845412776048615,0.3186229368846072
domainnet,replay,2970075_2,0,0.06227289140224457,0.0,2.361219333663904e-05
domainnet,replay,2970075_2,1,0.11452906198035265,0.037392138063279005,0.01231375882505726
domainnet,replay,2970075_2,2,0.17140627656911275,0.06650544135429262,0.04881820972350122
domainnet,replay,2970075_2,3,0.2338742705638523,0.09651928504233302,0.06274940379211826
domainnet,replay,2970075_2,4,0.30031180179915334,0.14280338664158043,0.06274940379211826
domainnet,replay,2970075_2,5,0.3668172458768222,0.1878222927409758,0.059526339401667024
domainnet,replay,2970075_2,6,0.43329416444954727,0.2343880099916736,0.056716488394606974
domainnet,replay,2970075_2,7,0.5002887129455786,0.29595938227205415,0.055807418951146374
domainnet,replay,2970075_2,8,0.5661982231561106,0.3406903028880019,0.050282165710372834
domainnet,replay,2970075_2,9,0.6331310442639158,0.38807051436851003,0.04888904630351113
domainnet,replay,2970075_2,10,0.6998344893616153,0.4458083050404805,0.04520554414299544
domainnet,replay,2970075_2,11,0.7672668621546496,0.5028179367802009,0.04818068050341196
domainnet,replay,2970075_2,12,0.8340872793730242,0.5858798735511064,0.05601992869117612
domainnet,replay,2970075_2,13,0.902681030078748,0.6583732057416268,0.0740242261103634
domainnet,replay,2970075_2,14,0.9840990416851892,0.8832333111061718,0.31869377346461714
domainnet,replay,2968539_0,0,0.05837968843323844,0.0,8.264267667823664e-05
domainnet,replay,2968539_0,1,0.1141383565434514,0.045304777594728174,0.014332601355339897
domainnet,replay,2968539_0,2,0.1700555897943156,0.06446991404011461,0.04944393284692215
domainnet,replay,2968539_0,3,0.23367802484416372,0.10767872903795234,0.06688153762603008
domainnet,replay,2968539_0,4,0.29978178953333945,0.14764608902729437,0.06444948171235626
domainnet,replay,2968539_0,5,0.36641927955709225,0.17993874425727413,0.06167504899530117
domainnet,replay,2968539_0,6,0.4328428396069331,0.236626809314034,0.056279662817879154
