dataset,method,run_id,bin,bin_probability,bin_frequency,bin_weight
cifar100,ball,3,11,0.7657694343392175,0.6374045801526718,0.0524
cifar100,ball,3,12,0.8331421941773505,0.7299145299145299,0.0585
cifar100,ball,3,13,0.9009453390731292,0.826530612244898,0.0588
cifar100,ball,3,14,0.9746776629627514,0.9140767824497258,0.1094
cifar100,ball,4,0,0.065582275390625,0.0,0.0002
cifar100,ball,4,1,0.11262976604959239,0.14492753623188406,0.0138
cifar100,ball,4,2,0.1689344169679752,0.17851239669421487,0.0605
cifar100,ball,4,3,0.2332249533366687,0.25985221674876846,0.0812
cifar100,ball,4,4,0.3002801192434211,0.3029001074113856,0.0931
cifar100,ball,4,5,0.3656000804703675,0.3447204968944099,0.0966
cifar100,ball,4,6,0.4317078443350771,0.40969162995594716,0.0908
cifar100,ball,4,7,0.4986115420051143,0.4259927797833935,0.0831
cifar100,ball,4,8,0.5664020093439827,0.5421836228287841,0.0806
cifar100,ball,4,9,0.6333516746129154,0.5483383685800605,0.0662
cifar100,ball,4,10,0.699181835266323,0.6185567010309279,0.0582
cifar100,ball,4,11,0.7656563109293761,0.6707105719237435,0.0577
cifar100,ball,4,12,0.8325738853780148,0.7699443413729128,0.0539
cifar100,ball,4,13,0.9021441844639866,0.8207705192629816,0.0597
cifar100,ball,4,14,0.9745733619193008,0.9137931034482759,0.1044
cifar100,clora,2,0,0.06607861816883087,0.0,0.0001
cifar100,clora,2,1,0.11217482628360871,0.125,0.0248
cifar100,clora,2,2,0.16944071451822917,0.20666666666666667,0.075
cifar100,clora,2,3,0.234170491578149,0.2540983606557377,0.0976
cifar100,clora,2,4,0.3003285157613914,0.2942271880819367,0.1074
cifar100,clora,2,5,0.36698534212059736,0.36187845303867405,0.1086
cifar100,clora,2,6,0.4337181701065272,0.4317738791423002,0.1026
cifar100,clora,2,7,0.4991486303916963,0.47890295358649787,0.0948
cifar100,clora,2,8,0.5656554495091775,0.5006195786864932,0.0807
cifar100,clora,2,9,0.6316966923931543,0.5627836611195158,0.0661
cifar100,clora,2,10,0.7005117763817089,0.6431226765799256,0.0538
cifar100,clora,2,11,0.7673022411913278,0.6967871485943775,0.0498
cifar100,clora,2,12,0.83343505859375,0.7636761487964989,0.0457
cifar100,clora,2,13,0.9002558976274482,0.8617511520737328,0.0434
cifar100,clora,2,14,0.9667138130434098,0.9536290322580645,0.0496
cifar100,clora,1,0,0.06322484016418457,0.0,0.0005
cifar100,clora,1,1,0.11298877193081763,0.12903225806451613,0.0248
cifar100,clora,1,2,0.1699010911330678,0.18169934640522875,0.0765
cifar100,clora,1,3,0.23377246574815272,0.2512315270935961,0.1015
cifar100,clora,1,4,0.2992138476470545,0.2834274952919021,0.1062
cifar100,clora,1,5,0.36600046650344775,0.3380281690140845,0.1065
cifar100,clora,1,6,0.4315797084737913,0.4033041788143829,0.1029
cifar100,clora,1,7,0.49852414824457203,0.4816870144284129,0.0901
cifar100,clora,1,8,0.5644076001513135,0.5439560439560439,0.0728
cifar100,clora,1,9,0.6344982285097421,0.5572289156626506,0.0664
cifar100,clora,1,10,0.7001930893651697,0.6456953642384106,0.0604
cifar100,clora,1,11,0.7682224161484662,0.7279411764705882,0.0544
cifar100,clora,1,12,0.8317660234105868,0.734251968503937,0.0508
cifar100,clora,1,13,0.9012313072127526,0.8363636363636363,0.0495
