dataset,method,run_id,n_tasks,accuracy_all_avg,accuracy_final,accuracy_seen_avg,ace_all_avg,ace_final,ace_seen_avg,backward_transfer,brier_all_avg,brier_final,ece_final,ece_seen_avg,ece_all_avg,forward_transfer,sce_all_avg,sce_final,sce_seen_avg,asce_final,duration_s
cifar100,ball,2,10,0.3243899941444397,0.523699939250946,0.651923418045044,0.009010664906187385,0.00010204421781375889,0.00010038080189623776,-0.12557777762413025,0.9479032876547111,0.6231036553186681,0.032728151478245864,0.03594221908167656,0.27501470268744976,0.0,0.007754912350463867,0.0006060337524414067,0.0006558702830738492,0.0006067030639648436,2963.0883301673457
cifar100,ball,1,10,0.31929999589920044,0.5090000033378601,0.6459277868270874,0.009019513761184253,0.000211363385616569,0.00012545794923980133,-0.13215555250644684,0.9629960721112768,0.6387645401379465,0.055605560970306396,0.04608097084606923,0.29052895971894266,0.0,0.007949302709960937,0.0010392608947753902,0.0008483038894547357,0.0010385921630859372,2984.101573532447
cifar100,ball,0,10,0.3139299750328064,0.5006999969482422,0.6375824213027954,0.009015250439099527,0.00010987401402695128,0.00011214052034667899,-0.13566666841506958,0.967268589129642,0.6451799154839957,0.04761969245523215,0.04586159138228448,0.28930309986121955,0.0,0.007909711663818358,0.0008769085998535163,0.0008663091634159998,0.0008769028320312503,3003.21091679018
cifar100,ball,3,10,0.3158800005912781,0.5056000351905823,0.6373568773269653,0.009025597601471137,0.00019660214052558795,0.00017483608533909364,-0.12646666169166565,0.9649618610150771,0.6369581839924627,0.04666119234189393,0.04849118354189136,0.288994543818757,0.0,0.007952222250366212,0.0008671260375976557,0.0008916639379077485,0.000869514099121094,3000.612131886184
cifar100,ball,4,10,0.31891000270843506,0.5085999965667725,0.642433226108551,0.009007972607436774,9.600614623818529e-05,8.860343003195401e-05,-0.1275777816772461,0.9600852502181662,0.6375832691029656,0.04582524574398993,0.04282751298912446,0.28301113838944586,0.0,0.007812073120117185,0.000847740447998047,0.000763099376062363,0.0008470540161132814,2997.465305767022
cifar100,clora,2,10,0.30257001519203186,0.47040000557899475,0.6237444281578064,0.00902005393105419,0.00037317933840304665,0.00019543319087747085,-0.3087333142757416,0.9590176233409704,0.6735448618105494,0.03020086621791124,0.029265209084922778,0.2579699842696637,0.0,0.007405507263183593,0.0007046042480468753,0.0005231469639066667,0.000705662567138672,2090.910778487101
cifar100,clora,1,10,0.3043400049209595,0.4618000090122223,0.6274675130844116,0.009022573975187003,0.0004227046232223525,0.0002194597186984494,-0.3081111013889313,0.9523301709366224,0.6820609465139996,0.03398230750262737,0.02701747121334195,0.2507030448964238,0.0,0.0073212946411132795,0.0006841878967285155,0.000580071806567056,0.0006841498718261718,2076.5796285988763
cifar100,clora,0,10,0.3039100170135498,0.46929997205734253,0.6237533688545227,0.00902449189750406,0.0004328884197212768,0.000176216878034022,-0.31308889389038086,0.9529993678245837,0.680869290653127,0.03910624287128449,0.028501302004092864,0.25536042945370074,0.0,0.007357502642822267,0.0007927489013671877,0.0005708220359635732,0.0007919700927734374,2044.2342981509864
cifar100,clora,3,10,0.3063899874687195,0.4788999557495117,0.6281027793884277,0.009033066851667089,0.0004867635337002583,0.00016535450259948752,-0.3114444613456726,0.9551187341905175,0.6662054607720673,0.028421580988168726,0.02585920730627466,0.25920518638510265,0.0,0.007429090585327149,0.000597896942138672,0.00048853685383721,0.0005968286132812502,2079.8401662083343
cifar100,clora,4,10,0.3031100034713745,0.4691999852657318,0.6286383867263794,0.009025073661436924,0.00038037639329209993,0.00013565086588339468,-0.3236444592475891,0.9594984116668959,0.6778827531288093,0.029578612482547752,0.027841243828350588,0.2597789969846606,0.0,0.007489374758911133,0.0007042421264648437,0.000507395636622111,0.0007057232666015623,2037.3703163536265
cifar100,ewc,2,10,0.2058900147676468,0.2826000154018402,0.47096356749534607,0.009073357940671057,0.0008264463151693349,0.0003809781964319742,-0.5662000179290771,1.0192241824744226,0.8753874328104692,0.10316518158912656,0.05989579673912317,0.2427827680519968,0.0,0.007224174630737304,0.002086499038696289,0.0012345819127885123,0.0020834168701171873,2294.7487442079
cifar100,ewc,1,10,0.21156999468803406,0.27880001068115234,0.4792320728302002,0.009058262597529895,0.0006907082523703574,0.00028990427534011985,-0.5561999678611755,1.0189481806415972,0.8867630967931164,0.10654466567039489,0.05769775332427214,0.24469988065928222,0.0,0.007216226697540283,0.002156924751281738,0.0011085688107626778,0.0021558171844482427,2281.0626736101694
cifar100,ewc,0,10,0.2082500010728836,0.2710999846458435,0.4733007848262787,0.009104149254045683,0.0012987607471942907,0.0003033995858421501,-0.5589777827262878,1.0188998290480018,0.8954259950676998,0.10959435937404632,0.05520385707570445,0.24103663923449817,0.0,0.007174042425537108,0.002322512786865235,0.0010730507201754857,0.002320427215576172,2221.145893091336
cifar100,ewc,3,10,0.2101300060749054,0.2818000018596649,0.4780300259590149,0.00907199782204919,0.0009668978528082372,0.0003871252920357484,-0.5619555711746216,1.0189778022923222,0.8884601023597224,0.11588046448230743,0.06087413500431984,0.24206196032643318,0.0,0.007252299151611329,0.002383678421020508,0.0012122673810096014,0.002381499862670899,2302.836009903811
cifar100,ewc,4,10,0.20688998699188232,0.2651999890804291,0.4741303324699402,0.009121779675736233,0.0013537887007892139,0.0003832710824612041,-0.5682888627052307,1.0192214720127846,0.9024359906765324,0.1397515424013138,0.05952235206390362,0.24470348347570745,0.0,0.007381129359436034,0.0028737176208496096,0.001213287927839491,0.002873318374633789,2235.2524243900552
